global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	non_steady_state_outlier00	non_steady_state_outlier01	non_steady_state_outlier02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41	motion_outlier42	motion_outlier43	motion_outlier44
750.9439032114116	n/a	563916.7457703899	n/a	1107.1754918962515	n/a	n/a	1225837.5698557063	761.9572904887953	n/a	580578.9125290263	n/a	805.4569794568456	507.1054686179795	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	-0.0069022879586242	n/a	4.764157906376863e-05	n/a	0.0201164970109033	n/a	0.0004046734519896	n/a	-0.0001179844722329	n/a	n/a	1.3920335688075953e-08	0.0020150013734804	n/a	n/a	4.060230535127899e-06	-0.0002009998331784	n/a	4.0400932937744634e-08	n/a	2.0252716663492562e-07	n/a	4.1017253225170937e-14	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
600.2087356050195	-150.7351676063921	360250.52629657614	22721.09075332712	825.3786381459076	-281.79685375034387	79409.4667835927	681249.8963075931	623.018196668123	-138.93909382067227	388151.6733796	19304.07179170957	644.6484341121694	419.0481106865819	8.275926999999998	295.226166	0.7729517347641938	0.5517469307624638	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	-0.0060888662833349	0.0008134216752893	3.707429261633256e-05	6.616548218304516e-07	0.0753343658081746	0.0552178687972712	0.0056752666717198	0.0030490130345126	0.4717843513553319	0.4719023358275648	0.2226918145595117	0.2225804741837712	-0.0016307538311588	-0.0036457552046392	1.3291531012153816e-05	2.659358057839104e-06	-0.0005387479054685	-0.0003377480722901	2.902493056466958e-07	1.1407376033567865e-07	0.0009170614195187	0.000916858892352	8.410016471696531e-07	8.406302284850557e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
581.1860705938074	-19.022665011212094	337777.24865227	361.861784128793	705.7789842234362	-119.59965392247148	14304.077218374949	498123.9745714653	601.144638944927	-21.87355772319597	361374.87693222665	478.4525274699862	614.294746195656	506.120131527357	5.72945	204.385986	7.683089370232741	4.528183379327922	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.4833689006969877	0.4894577669803225	0.2336454941610143	0.2395689056573637	1.1602118734219855	1.0848775076138109	1.3460915912293534	1.1769592065263543	-2.015433142331311	-2.487217493686643	6.1862508609008655	4.061970751207462	0.0521144382004013	0.0537451920315601	0.0028885456665092	0.0027159146689434	-0.017314927647317	-0.0167761797418484	0.0002998067194318	0.0002814402067308	-0.000992298846112	-0.0019093602656307	9.846569999952068e-07	3.6456566239693377e-06	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
551.5930778729307	-29.592992720876623	304254.923557333	875.7452181778568	715.502244322092	9.723260098655828	94.54178694611257	511943.4616299506	593.8240537141498	-7.320585230777169	352627.0067695055	53.59096812107282	604.3187433381698	408.9467840834584	5.894353	210.268555	8.689832568715445	5.141514765388924	-0.1177445849	-0.0935158825	-0.1111649717	-0.0689093477	0.1592435015	-0.0996853868	-0.1488225961	0.0344615403	-0.0975112716	0.0646288853	-0.1254738308	-0.1897132689	-0.2547580384	0.0402013679	-0.0251771515	0.3025680441	-0.0182921152	0.5092413326	-0.0775715806	-0.0426028149	0.3520267501	-0.0034564665	0.0435193873	-0.0506030145	0.0409836767	-0.0456521669	0.1347757567	-0.0441201258	0.0086006492	-0.0166852703	-0.0061353017	-0.046650552	0.0058138657	-0.0857645357	0.0369732688	-0.109358398	0.0675921909	-0.0255804613	0.0138120363	-0.1184563938	-0.2725149948	0.0562139329	-0.0100513568	0.3142068909	-0.2379561572	0.2884111507	-0.0508358576	0.5429073476	-0.1210996171	0.0086122469	-0.0985316772	0.1816761506	-0.2935443844	0.0876122797	-0.0396626164	0.1376392201	-0.0761340569	0.0977315299	-0.0865939449	0.0022704387	0.0484308712	-0.1071563613	0.1116894236	-0.2211446411	0.1667384883	-0.2305360207	0.6405675708	-0.3997758596	0.1160950732	-0.2358735516	0.227374413	-0.092387361	0.1890750077	-0.1756944707	0.0173437374	-0.096761395	0.065765784	-0.0029025684	0.0110627762	-0.0292405324	0.0398123081	-0.0003488729	0.0377186491	-0.0921908414	0.0774928931	0.0982918074	0.0982833173	0.0982691678	0.0	0.0	0.0	0.1159890840740018	-0.3673798166229859	0.0134534676243258	0.1349679296619387	3.079000721447628	1.9187888480256423	9.480245442675011	3.681750643307572	-4.330966041724352	-2.315532899393041	5.361692608171543	18.7572668545695	0.1103286118436175	0.0582141736432162	0.0033888900129625	0.0121724025913396	0.001576815387047	0.018891743034364	2.486346764828181e-06	0.0003568979548764	-0.0056490022620073	-0.0046567034158953	3.1911226556163586e-05	2.1684886703610955e-05	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
562.477493572397	10.884415699466215	316380.9307754859	118.47050511878666	719.3209513209811	3.81870699888907	14.582523143364366	517422.6310093212	602.9800717002468	9.156017986096913	363584.96686763474	83.83266536173016	614.2792473313651	421.2553191888528	3.255624	116.137497	7.078624987423098	4.476367594354517	0.0050872167	-0.0720588565	0.0131708013	0.0345896085	-0.1224089211	-0.1054278003	-0.1130206547	-0.0568167781	-0.160651154	-0.2171125464	0.027492961	0.1434363551	-0.0679204131	0.0585470262	-0.1212406389	0.1406296103	-0.1427214656	0.2612117701	0.3912918292	-0.1049929172	-0.0648173402	-0.1847898909	0.1748569041	0.0101123074	0.148891	-0.0745893247	-0.072616743	-0.0298592946	-0.0193964945	0.0047416065	0.1121449334	0.0454298437	-0.0242700521	0.1686522772	0.0744754703	-0.0635014413	-0.1947100816	0.0892149706	-0.0787072149	0.0317749554	0.1528682326	0.069782925	0.0928326709	0.1113961889	-0.1469291006	-0.3215214901	-0.4170297279	0.2906029099	-0.1665426669	0.1446917621	-0.1382702743	-0.05381662	0.2371519326	-0.1659993399	0.1714345623	-0.0342142281	0.0605537047	0.034578521	-0.0403751775	-0.0521950479	-0.0648189564	-0.0133681698	0.0184641756	-0.0689384434	-0.0218173153	-0.1629756819	0.1120396362	0.2041371005	0.0987880026	-0.2232359066	-0.0337862687	0.1337612316	-0.4696964813	0.2256030412	-0.1976817903	-0.2195293106	-0.2526004466	0.4147136837	-0.1916310682	0.0616348134	0.0836194254	-0.0879122593	0.039927237	0.1005935378	0.066353035	0.0982691678	0.0981927721	0.0980654899	0.0	0.0	0.0	-0.0712945542097571	-0.1872836382837588	0.0050829134599679	0.0350751611688018	1.260711105418693	-1.818289616028935	1.589392491326023	3.306177127758652	-2.0956301775488626	2.235335864175489	4.996726425669182	4.391665841053477	0.0608464443972508	-0.0494821674463667	0.0024484848951902	0.0037022897957877	0.004403981367552	0.0028271659805049	1.939505188574518e-05	7.992867481324796e-06	-0.0012040183101807	0.0044449839518266	1.4496600912503885e-06	1.9757882331996017e-05	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
556.2306718535918	-6.2468217188051085	309392.5603106982	39.02278158653521	718.032974550388	-1.2879767705931044	1.6588841615874423	515571.35254167806	601.769646654631	-1.210425045615807	362126.7076348394	1.4651287910540285	609.7751060472289	387.6300344588761	2.257612	80.535538	1.525214433230928	1.048813761466238	0.0283998792	0.0332945697	0.059136798	0.0596625511	-0.069863062	-0.0183056806	0.0366643895	0.0043872412	0.0417898104	0.0351906921	0.053864269	-0.0200928783	0.0355446256	-0.0770489834	0.0194458772	0.0046664725	-0.0370648993	0.0674670827	-0.015943623	0.1006919583	-0.0817408729	0.0637469949	-0.0595635041	-0.0983189169	-0.0335747561	-0.024454222	0.1154367255	0.1606832085	0.0591785199	-0.0470650834	-0.0010357543	-0.0032107764	-0.0147232864	-0.0481959522	-0.1551037072	-0.0334720351	-0.0961202263	0.0746718671	0.0417353127	0.0531369832	-0.0094677385	-0.0411302555	0.0393223053	-0.0089556144	-0.0175923651	0.0445355315	0.0875861573	-0.0047308467	0.0597509417	-0.2051921036	0.1579714495	-0.031948231	0.0335120593	0.0004041282	0.0780258593	0.1035089373	-0.2482952648	0.0644712432	0.2117742263	0.0315740025	-0.0134087837	0.0505574799	-0.0359281857	0.0424721235	-0.0396287421	-0.0217390568	0.0358508216	0.034219927	-0.0044356478	-0.0522073768	-0.0481682435	0.0644893114	0.0041773175	-0.073388578	0.0319508604	-0.0079753415	0.0919903657	-0.1956761273	-0.0231528395	0.0012228541	0.0759461253	0.1073385054	-0.2382067051	0.138265069	-0.1169023063	0.0982238939	0.0980117651	0.0976585564	0.0	0.0	0.0	-0.0350554530526352	0.0362391011571218	0.0012288847887255	0.0013132724526761	0.6898920005539111	-0.5708191048647819	0.4759509724282776	0.3258344504786309	-2.0608648004344587	0.0347653771144038	0.0012086314459067	4.247163725669761	0.0452312396188279	-0.0156152047784229	0.000243834620272	0.0020458650374558	0.0025251498088532	-0.0018788315586987	6.376381557151353e-06	3.5300080259625605e-06	-0.0013777989749514	-0.0001737806647706	1.8983300153771283e-06	3.0199719448146404e-08	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
555.7322002137583	-0.4984716398334967	308838.2783544248	0.2484739757182953	708.5647896376232	-9.46818491276474	89.64652554230587	502064.0611142093	601.4341037147924	-0.3355429398385467	361722.98111121566	0.1125890644754946	608.7361544783544	393.9836171919748	1.316865	46.976379	0.4331107651794134	0.2912801424000158	0.0586748126	0.0278775923	0.041154515	0.0802578058	0.0768378784	0.0695553593	-0.0584325291	0.0624367241	-0.0841846718	-0.1417519529	0.0397068867	0.0238461787	0.0101647771	-0.0246026293	0.0141119342	-0.0924991253	-0.0099720166	0.0818375417	-0.0555274537	0.0044369659	-0.0094836369	-0.1472095594	-0.0101416009	0.0114721319	0.0172742447	0.0366424631	-0.1049037122	-0.056535774	0.0716569019	-0.0319250424	-0.0878402398	0.014076041	-0.1209233832	-0.0574555163	0.0521137442	-0.0745249199	0.0277804386	0.0210714813	0.0608232849	0.0497401007	0.0203662342	-0.00450346	0.0039228168	-0.0368353058	0.0381129628	0.0026817704	-0.0254975836	0.0588326441	-0.0124964466	0.0257095331	-0.1928981939	0.0370051438	0.1027972109	0.0319903693	0.0032079279	-0.0085144595	0.0156187449	0.0664777875	0.0143753165	-0.0113557225	-0.0990521046	0.0610240263	-0.0382813184	0.0381879386	-0.0278364252	-0.0012620888	0.0082444481	0.0135746192	0.0311138825	-0.0420648491	-0.0038136975	0.0510389145	-0.0999479188	0.0458818879	-0.0716828557	-0.1035775852	-0.0304326964	0.0678213586	-0.1451155894	-0.0471253932	0.0087126453	0.0308955993	-0.0406235257	-0.0526249866	-0.0762735858	0.0981559961	0.097740463	0.0970492106	0.0	0.0	0.0	-0.0186323650116548	0.0164230880409804	0.0003471650259275	0.0002697178208017	0.5737991488811929	-0.1160928516727182	0.3292454632567813	0.0134775502095037	-2.0285140951265888	0.0323507053078699	0.0010465681339166	4.114869434127243	0.0406542532558121	-0.0045769863630157	2.0948804167232567e-05	0.0016527683077877	0.0022038908969028	-0.0003212589119504	4.857135085451028e-06	1.0320728850755501e-07	-0.0009111618467607	0.0004666371281906	8.302159109923694e-07	2.177502094060637e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
552.1844196360048	-3.5477805777535423	304907.6332887515	12.586747027885258	714.4205298711789	5.855740233555707	34.28969368288305	510396.69350141607	601.8234835976049	0.3893798828124772	362191.5054095566	0.1516166931390585	609.0120452826654	380.627978634096	1.096101	39.101097	0.4008747232703455	0.1921103845931095	0.0653335966	0.0447539938	0.0272008447	0.0563287378	-0.0056976686	0.0065403134	0.0087372172	0.0314718369	0.0561223801	0.0170590738	0.0581371633	-0.0051903219	0.0120270653	-0.0409621663	0.08817949	-0.0259693542	-0.0403961508	-0.0045864654	-0.0625619113	-0.0313017328	0.0118471847	0.0286006737	-0.0469721206	0.0320402409	0.0576896252	0.0614410862	0.0220040856	0.1576316358	0.043128196	-0.0327338434	-0.114765031	0.051604968	-0.0520397847	-0.007814372	0.1037478705	0.0532638796	-0.0610628438	-0.017382175	0.0177879171	0.0623234713	-0.0096013049	-0.0070765079	-0.0086381207	-0.0526354206	0.0098541379	0.0415662629	0.1220027559	-0.0122028518	-0.0062950844	-0.0810683736	0.0435275462	-0.0303829578	0.0127000503	-0.0631595626	0.0192890401	-0.0468068134	-0.0548835366	0.0604702639	0.1273181278	0.0651008274	-0.0263819414	0.0535230537	-0.036136976	0.0375127834	-0.0237149335	0.0015029911	-0.0050236385	-0.0111712058	0.009146792	-0.0290787839	-0.0450994969	0.0206748519	-0.0423101311	-0.0672280565	-0.0129168996	-0.0193392555	0.1248046032	-0.0880309522	0.0003826623	0.0141883538	0.0746680461	0.1064389934	-0.1513635023	0.0338368307	-0.1145670072	0.0980654899	0.0973791159	0.0962387154	0.0	0.0	0.0	-0.0329902307608023	-0.0143578657491474	0.0010883553256509	0.0002061483088705	0.689948362205584	0.1161492133243911	0.4760287425101677	0.0134906397558749	-1.969757172001352	0.0587569231252367	0.0034523760151449	3.879943316650764	0.0434166713567224	0.0027624181009102	7.630953764236849e-06	0.0018850073516976	0.0013509717043369	-0.0008529191925658	1.8251245459189485e-06	7.274711490472664e-07	-0.0015280389747159	-0.0006168771279552	2.334903108250819e-06	3.8053739099425617e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
554.0212762078811	1.8368565718762968	306939.5744910093	3.37404206564514	713.4255840122299	-0.994945858948995	0.9899172622397536	508976.06392319134	601.2815177515934	-0.5419658460115215	361539.46358965966	0.2937269782429842	609.5540370907283	383.0421205183631	0.941096	33.571602	0.3539995500254806	0.1577742048872211	0.0610682345	0.0488740992	0.0314523086	0.0706495387	0.0436901031	0.0183946664	-0.050587623	0.0169657761	-0.0516471631	-0.0625462473	0.0378822549	-0.0198645804	0.0206425838	-0.0129339319	0.0054096924	-0.0993013112	0.0054096232	-0.002697148	-0.0206925379	0.0121868341	0.0182863572	0.0114443257	0.1069113495	-0.00931013	-0.0423904422	-0.0135839905	-0.0138541657	-0.0393910517	0.1670242331	0.0638610833	-0.0506885178	0.0917257027	-0.0272384442	-0.0892537593	0.0460866196	0.0091085551	0.0003996965	0.0239382898	0.1307241164	0.0487336587	-0.0082269682	0.0116351343	-0.0200533878	-0.0425918714	0.0685845712	-0.0774430997	-0.0181738271	0.0308357571	0.0311453201	0.0127041832	-0.0730357681	0.0703173418	0.0522422901	-0.0573843719	0.0600159885	0.046179057	-0.0257332279	-0.041240959	0.0032783659	0.0960244652	-0.0463701287	0.0540199295	-0.0346848482	0.0459193984	-0.0301191193	-0.0037036684	0.0117671284	0.0050748985	0.0176784687	-0.0325007845	-0.0092486457	0.0442266451	-0.0619429575	0.030628805	-0.0442424351	-0.0719263806	0.0329202168	0.02628268	-0.1493453597	-0.0268682277	0.0431112243	0.1178917315	0.0029547253	0.0874305501	-0.0519263095	0.0979523964	0.0969280565	0.0952287508	0.0	0.0	0.0	-0.0692226467923404	-0.0362324160315381	0.0047917748289371	0.0013127879714824	0.5969866602886071	-0.0929617019169768	0.3563930725625448	0.0086418780233008	-2.032151181975862	-0.0623940099745101	0.0038930124806992	4.129638426405894	0.0416661806261609	-0.0017504907305615	3.064217797781736e-06	0.0017360706079718	0.0027827600734429	0.001431788369106	7.743753626347935e-06	2.05001793390722e-06	-0.0014620896323343	6.594934238160011e-05	2.1377060929794483e-06	4.349315760565516e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
553.5769622854077	-0.4443139224733841	306447.4531731397	0.1974148617036843	717.5746543935481	4.149070381318211	17.21478502913204	514913.38462802005	602.7140684428967	1.4325506913033903	363264.24829898885	2.052201483153822	610.2607002055031	378.8285165223919	0.950895	33.921158	0.6386706513943453	0.3537752802940402	0.068235416	0.0457854469	0.011844157	0.0689333358	-0.0405372049	0.0101951619	0.0153118811	0.0029249208	0.1062635129	0.0281248294	0.0794745855	-0.0040409309	0.0152353418	0.0088897891	-0.0209730389	-0.0314359383	-0.0378637557	-0.0088693369	0.0715884173	0.0366196514	0.0069778863	0.0095291374	0.0232952319	-0.0765334801	-0.0066521325	-0.105027369	0.0988097048	0.0772815603	-0.0635334827	0.0632984869	-0.0948623331	0.0823882427	-0.0760582523	-0.0402155585	-0.0941413353	-0.0009109441	0.0708699843	0.0621463607	-0.0788655772	0.0776373197	-0.0152921529	0.0053110875	-0.0069772461	-0.0133323117	0.0575002414	0.0139270045	0.0829222782	0.0129314486	-0.0283809956	-0.120606384	0.0549475932	-0.0843178867	-0.0284644746	-0.0551612832	0.063982444	0.0066797255	-0.1014646129	0.0368712143	-0.0318434317	0.0912886545	0.0872755241	0.0689127031	-0.0385330622	0.0411919798	-0.0099933389	0.0556031161	-0.0288444829	-0.0612805406	0.0015340842	0.0034123026	-0.0205621439	-0.0497653403	-0.0142739716	-0.0425238514	-0.0010337636	0.0080080141	0.079968343	-0.013981401	-0.0190022629	-0.0105276367	0.0343586156	0.0385419735	-0.1226496083	-0.0075651942	-0.0501838052	0.0978167415	0.0963877005	0.0940214101	0.0	0.0	0.0	0.0067521297640524	0.0759747765563928	4.559125635060232e-05	0.0057721666727938	0.5589777051554989	-0.0380089551331082	0.3124560748609079	0.0014446806703106	-1.948972391021308	0.0831787909545542	0.0069187112646614	3.798493380963314	0.0380984192791877	-0.0035677613469731	1.2728921028955993e-05	0.0014514895515727	-0.0014456809861955	-0.0042284410596384	2.089993513847193e-06	1.7879713794835917e-05	-0.0004281294639401	0.0010339601683941	1.8329483789363738e-07	1.069073629825762e-06	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
