global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	non_steady_state_outlier00	non_steady_state_outlier01	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19
698.710109685402	n/a	488195.8173765865	n/a	1594.8135094844934	n/a	n/a	2543430.130034246	705.0719484271425	n/a	n/a	497126.4524588471	835.2181868142922	749.0107657959925	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	-0.0267452110004171	n/a	n/a	0.0007153063114568	0.0150634324813836	n/a	0.0002269069981212	n/a	0.058656175037953	n/a	0.0034405468700829	n/a	0.0005979676606628	n/a	3.575653231985415e-07	n/a	0.0003390561601523	n/a	1.1495907973722213e-07	n/a	0.0001888987396649	n/a	n/a	3.5682733846987664e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
542.418138700796	-156.291970984606	294217.437191636	24427.180194252924	1069.2760959509646	-525.5374135335287	276189.5730235112	1143351.369372137	577.6920193098324	-127.3799291173101	16225.646341930946	333728.0691742718	646.9404589349331	535.7876717929436	11.700486	314.430115	0.4065885368752728	0.2140178569035888	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0139108168540076	0.0406560278544246	0.0016529126008997	0.0001935108255457	0.04410323570319	0.0290398032218063	0.0019450953994911	0.0008433101711612	-0.1451505820287337	-0.2038067570666867	0.0210686914632801	0.0415371942260394	-0.0008758921049532	-0.001473859765616	7.671869795193475e-07	2.17226260870165e-06	-0.0002888276948551	-0.0006278838550074	8.342143731531078e-08	3.942381353789537e-07	0.0007488740936886	0.0005599753540237	3.135723971139682e-07	5.608124081979221e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
511.9507403613261	-30.467398339469923	262093.56055650997	928.2623615759346	887.3171525435014	-181.95894340746327	33109.05708596042	787331.7291979073	565.6664580638275	-12.02556124600494	144.61412328141589	319978.54177847586	609.1989707563176	465.85405882429296	2.913587	78.297554	0.1267332961480897	0.0633456527444157	-0.1493780341	-0.2598662492	0.1671875423	-0.449810096	0.299619134	0.0738196574	-0.0762708465	-0.0909577511	0.2372779212	-0.105504349	0.0024188741	-0.0608459242	-0.063615112	0.064996087	-0.0719950546	0.0292232514	-0.1341833371	0.1627718673	-0.0026997702	0.0721326984	-0.063762309	0.0324628309	0.0251332553	-0.0493632386	0.0228971954	-0.0517852537	0.0342182074	-0.0562663515	0.0039598341	-0.0265951821	0.0961578473	-0.0819030131	0.0928814853	-0.1123773164	0.0263126509	-0.040792971	0.0316821839	-0.0094810361	0.0658118116	-0.0046887888	0.3424482297	-0.3393162161	0.0960385643	-0.2817419539	0.1411713944	-0.1115426965	0.1249919218	-0.0741864335	0.1009834125	-0.0236943439	0.0574315764	-0.3150469391	0.088871247	-0.0269308149	0.135706859	-0.0992834306	0.0328758574	-0.0679111564	0.0508199841	-0.08223565	0.186332235	-0.0346041655	-0.08762115	-0.173214301	0.128793955	-0.0514403639	0.1399296982	0.0394282002	-0.0787721236	0.1410291712	-0.3077345388	0.0600749343	-0.09868371	0.0312051582	-0.0488804859	0.0284280015	0.2635796913	-0.0706626704	0.0440193465	-0.1383052617	0.0199654202	-0.0559727427	0.0670751776	-0.1060180122	0.0263724014	-0.051461404	0.0980552714	0.098046883	0.098032903	0.0	0.0	0.0344155196667088	0.0205047028127011	0.0004204428374371	0.0011844279939296	-0.0088293621800659	-0.0529325978832559	7.795763650677806e-05	0.0028018599186704	-0.1514215593096963	-0.0062709772809625	0.0229284886237798	3.932515605834905e-05	-0.0006148165297461	0.0002610755752071	3.7799936524903705e-07	6.816045596971813e-08	-0.0007251552582914	-0.0004363275634363	5.25850148627667e-07	1.9038174261425843e-07	0.0005057768689086	-0.00024309722478	5.909626069573785e-08	2.558102411229872e-07	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
507.75086276630594	-4.199877595020155	257810.9386399281	17.638971813152278	848.2676763361151	-39.04947620738631	1524.861592071229	719558.0507166721	564.9674116522718	-0.6990464115556279	0.4886658855088002	319188.17622906755	603.0775122445389	441.7526232842536	1.364186	36.660114	0.177600529862028	0.1032517328753642	-0.1286338591	-0.2460420692	0.1193506702	-0.2781813255	0.1375316888	-0.1047248495	-0.0957790076	-0.0712470193	0.2343942754	-0.1456748156	-0.0177895325	0.0659803118	0.1723461321	0.136819706	0.1136181578	0.0760659146	0.0821032181	-0.0933945578	-0.1268885553	0.0353364727	0.1072767398	-0.0207349854	0.2589098391	0.0039935727	-0.0171463341	-0.0069631913	-0.0008172731	0.1928654738	-0.0626455757	-0.0517804396	0.0934405448	-0.0522910765	-0.0928213722	-0.0448728706	0.0434028434	0.101546759	0.0018976781	0.0354407335	0.0544219409	0.0313483176	0.2530902943	-0.2890477905	0.0663550289	-0.0284444783	-0.1316707124	-0.2645233501	0.0044308017	0.1049777631	-0.1485764274	-0.1454196182	0.0401122426	-0.0862312448	0.0360020448	-0.0943379457	-0.0388720151	0.0976638377	-0.1644024829	-0.0638667725	-0.1041079434	-0.0977200039	-0.1804578615	0.0625432939	-0.0821832358	-0.183834999	0.1163271773	-0.0612264738	0.1374024981	0.1056922159	-0.0696659148	0.0005709662	-0.2535184894	0.1080123672	-0.0738607478	0.0136922068	-0.026719363	0.1004796306	0.0520798334	-0.20806574	0.0327628651	-0.0884099382	-0.069888346	0.148659773	-0.0891736856	-0.1329603329	0.0275542942	-0.0600640783	0.098032903	0.097957422	0.0978316635	0.0	0.0	0.0562811201153437	0.0218656004486349	0.0004781044829793	0.0031675644814377	-0.0769501014354432	-0.0681207392553773	0.0059213181109249	0.0046404351166991	-0.1511384496574805	0.0002831096522158	0.0228428309648667	8.015107517775846e-08	-0.001990726051352	-0.0013759095216058	3.962990211531525e-06	1.893127011645776e-06	-0.0010940017039595	-0.000368846445668	1.1968397282662892e-06	1.3604770048199057e-07	0.0005039112260666	-1.865642841999992e-06	3.480623213905808e-12	2.539265237559441e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
507.3611342963805	-0.3897284699254442	257415.32059450983	0.1518882802704278	821.6220617120916	-26.64561462402344	709.9887786919717	675062.8122920281	564.3226095752799	-0.6448020769919367	0.4157697184931154	318460.0076778538	596.0945611793902	441.3721365331455	1.065506	28.633602	0.1895620593867318	0.0954140942660862	-0.1081085925	-0.1951179567	0.116834117	-0.1441282959	-0.0308414049	-0.0675149616	-0.1074667051	-0.0596912144	0.1733324394	-0.0573278316	0.0697472517	-0.0885612613	0.1517709365	0.0541159259	0.0680119806	0.0190036753	-0.0307892495	0.0399942228	-0.138477849	0.0647933402	0.0030093106	0.1116815703	-0.0996207597	-0.0960211991	-0.0506288918	-0.0071946857	0.1665184325	0.0282550119	-0.071304756	-0.0407747589	0.0063982442	0.0940435002	0.0384274582	0.0582239298	0.1034473658	-0.0801504582	-0.0643950995	0.0373565411	0.0475062436	0.0838662	0.1502465729	-0.1499944229	0.0585182492	0.035538943	0.0953811792	-0.0840485126	-0.019887455	0.0656085477	-0.0516927678	-0.144421364	0.0027341968	0.0568187196	-0.150057084	0.0395367549	0.1263099924	-0.0029347616	0.0866187376	-0.0115462743	-0.0365107567	0.0011402095	-0.0524600579	0.0162619888	-0.0760840054	-0.1661831583	0.0685630137	-0.0481291191	0.1238622454	0.0365107899	-0.0332674226	0.0169356392	-0.1659106196	0.1139232791	-0.0882825029	-0.0106850384	-0.0307457746	-0.0081913318	0.0445085677	-0.0528630253	-0.0035423365	-0.0275251918	-0.0402972011	-0.0159951759	0.0051155145	-0.0703083421	-0.0066268177	0.1133627693	0.0979881712	0.0977785816	0.0974295977	0.0	0.0	0.0550912586919167	-0.0011898614234269	1.4157702069597152e-06	0.0030350467842596	-0.1161561850259573	-0.0392060835905141	0.0134922593197844	0.0015371169905063	-0.1047834343042666	0.0463550153532138	0.0109795681045965	0.0021487874483966	-0.0030299695104882	-0.0010392434591362	9.1807152344881e-06	1.0800269673573746e-06	-0.001650069133066	-0.0005560674291065	2.7227281438971806e-06	3.092109857131125e-07	4.300013391776323e-05	-0.0004609110921488	2.124390348658335e-07	1.849011516945572e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
508.5550257220239	1.1938914256434143	258628.2141871284	1.4253767362248648	812.8747223825166	-8.747339329575084	76.51594534673107	660765.3142884533	566.0874094116739	1.7647998363939903	3.114518462536256	320454.9550944201	595.8015982856964	439.5503587153146	0.94212	25.317822	0.1003076023835961	0.0467559980355402	-0.1000987231	-0.2012318229	0.0043190179	-0.0990266933	-0.0423012916	-0.1289077276	-0.0722475912	-0.0607283827	0.1119949674	-0.1571184268	0.0511343405	-0.0307062546	0.0551997308	-0.0789442585	0.072221397	-0.0069204484	0.1168091741	0.1340802093	-0.1079184998	0.072863851	0.0087652855	-0.0732639171	0.0172255378	0.0952582688	0.0213369476	0.1172192718	0.0017763513	0.0101709413	0.0106042234	0.0267081803	-0.0283920302	-0.0025405884	-0.0737496521	0.0545178788	-0.0449211742	-0.002726977	0.0091900155	-0.0815461942	0.0801005385	0.0656768205	0.1288915948	-0.1154857998	0.001535316	0.1634886478	0.0232049352	-0.0538095117	-0.0195746439	0.0873296173	-0.0638496925	-0.0990822675	-0.0409406373	0.026947848	0.0087420056	-0.077738859	-0.0015475243	0.0305468285	0.0861305089	0.0019097729	0.0630981409	0.0916520309	-0.1278036823	0.1059392818	-0.0817660292	-0.1655893965	0.0600593659	-0.0543309567	0.1297778379	0.0558682222	-0.0663143957	0.046926424	-0.1555743614	0.063685839	-0.0282555236	0.0010396687	0.0003929454	-0.008265741	0.0022629733	-0.0835520847	0.0024894605	0.018081659	-0.0230437701	0.025446835	-0.081072672	-0.0541674661	0.0364691389	0.0161416944	0.0979210862	0.097510525	0.0968275308	0.0	0.0	0.0555106551292112	0.0004193964372945	1.7589337161532089e-07	0.0030814328328742	-0.0846104369319533	0.031545748094004	0.007158926037816	0.0009951342228103	-0.0858478205045258	0.0189356137997408	0.0073698482853772	0.0003585574699729	-0.0027728147509219	0.0002571547595662	7.688501642930078e-06	6.612857036760152e-08	-0.0011909369286486	0.0004591322044174	1.4183307680189605e-06	2.1080238113318123e-07	0.0003148500509852	0.0002718499170674	7.390237740957223e-08	9.913055460538305e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
508.3867072185356	-0.1683185034883081	258457.04407650503	0.0283311186165435	804.7438980564926	-8.130824326023912	66.11030422066221	647612.7414591586	567.1653557979699	1.0779463862960483	1.1619684117287097	321676.5408174378	595.4905710230993	440.3098179646023	0.8406449999999999	22.590878	0.1386963019821845	0.0769134325492408	-0.087425071	-0.1586108808	0.0276401289	-0.0565518227	-0.0796695815	-0.0645172196	-0.0497702458	-0.0903775855	0.1654057451	-0.1226356815	0.0702266764	0.0601296118	-0.0205085399	0.1451307091	0.1067645954	0.0285387652	0.1185453224	-0.0062171958	0.1226872955	0.0705694917	-0.0719556334	0.0978102709	0.1540293954	0.0518685558	0.1035796689	0.0048198493	-0.0419878509	-0.0558834008	0.1395480888	0.0502977331	-0.0180444429	0.0360199443	-0.0758538363	0.0846602111	-0.0386457661	0.0705313217	0.0058262429	-0.1170626339	-0.1184895416	0.0474393356	0.0933542981	-0.0585076568	0.0585481724	0.1186543808	0.0681362361	-0.0028749073	0.0561010699	0.1045963177	-0.1630981771	-0.1394472423	-0.0775336945	0.0812311841	-0.0319904274	-0.0312705799	-0.1464616801	0.1014165679	0.0951068111	0.0700285168	0.0915231611	0.1192827673	-0.0359682553	-0.155855228	-0.0769282757	-0.1384774069	0.0351676649	-0.0475767815	0.0937369415	0.0574185795	-0.0478122643	0.0089852254	-0.0894152806	0.039123521	0.0190147016	-0.0348415606	0.0044110917	-0.0016204349	0.0076448712	-0.0496254773	-0.0219333894	0.0692874963	0.0124014457	0.0990408409	-0.1062266506	0.0955299495	0.019874393	0.0325049402	0.0978316635	0.0971534967	0.0960266989	0.0	0.0	0.0818975064422602	0.0263868513130489	0.0006962659222169	0.00670720156146	-0.1359824479497575	-0.0513720110178042	0.0184912261504085	0.0026390835160133	-0.0353345690009945	0.0505132515035313	0.001248531766486	0.002551588577459	-0.0027658594315312	6.955319390699981e-06	7.649978394990092e-06	4.8376467826647153e-11	-0.001302814308236	-0.0001118773795874	1.6973251217444475e-06	1.2516548063343224e-08	0.0002251989870073	-8.965106397789999e-05	8.037313272369517e-09	5.0714583749114076e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
508.5126404337457	0.1259332152100682	258585.10548089992	0.0158591746931453	800.5852428089489	-4.15865524754372	17.294413467922922	640936.7310034637	566.4617747517375	-0.7035810462324434	0.4950262886175397	320878.9422548882	593.9172669991434	441.34056561714425	0.8744469999999999	23.499231	0.2392034064532197	0.1504993823469246	-0.068404506	-0.0981150527	-0.0447100744	-0.0324592229	-0.0554406292	-0.0380471338	-0.0641141058	-0.0425499112	0.0870419489	-0.0433681023	0.0369610527	-0.0684549109	0.1816439903	0.0456395997	-0.0130605816	-0.0379274474	0.0533469457	-0.1219189648	-0.0337272484	-0.2341452265	-0.0034005638	0.0078152003	-0.1899614354	-0.0857197195	-0.1050694704	0.076734268	0.1236161144	0.1133018055	-0.0558726843	-0.0127920562	-0.0654988561	-0.1873486918	0.0828182753	-0.016719743	-0.0278986832	0.1078163008	-0.0024075667	0.0285095566	-0.0853578701	0.0651087331	0.0544563796	-0.0251306433	0.0519397254	0.0857746068	0.0086292091	-0.063921584	0.0006350776	0.1078935795	-0.0168505911	-0.0990574419	0.0068806169	0.0424656929	0.0103636355	-0.0775693333	-0.0116927236	-0.0515347587	0.0420800156	0.1584558664	-0.0139303286	-0.0758886837	0.0840296687	0.0036166944	-0.0606165632	-0.0912538148	-0.0017628031	-0.0404199755	0.0552058179	0.0355106188	-0.0836996133	0.029496115	-0.0093009352	0.0411017509	0.026566889	-0.0231246513	0.0443324382	-0.0439984812	-0.0549281139	0.0235613766	0.0099486233	0.1149160317	0.0540498798	0.0515269153	-0.0839128185	0.1421547062	0.0306705243	0.1127146789	0.0977199233	0.0967078226	0.0950287458	0.0	0.0	0.0821923312415151	0.0002948247992548	8.69216622556906e-08	0.0067555793149149	-0.2244764492841966	-0.0884940013344391	0.0503896762832404	0.0078311882721797	0.0775704760316813	0.1129050450326757	0.0060171787517816	0.0127475491938305	-0.0033069127243956	-0.0005410532928643	1.0935671766769528e-05	2.927386657194101e-07	-0.0011517794321547	0.0001510348760813	1.3265958603346032e-06	2.281153379289369e-08	0.000167096450216	-5.81025367913e-05	3.3759047815843703e-09	2.7921223674788166e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
507.8046518700274	-0.7079885637182883	257865.5644608397	0.5012478063558848	795.3831413500237	-5.202101458925199	27.061859588951684	632634.3415438319	566.0954419420912	-0.3663328096463374	0.1341997274233796	320464.0493876115	593.3351981903587	441.0346992397125	0.815625	21.918491	0.0901564048251555	0.0568432345784233	-0.0663890175	-0.0929942917	-0.0747487423	-0.0037956203	-0.088240058	-0.0574079991	-0.0690509542	-0.0543226183	0.0451990238	-0.0455807525	0.038291335	-0.0052004862	0.0827707148	0.0138223673	-0.0310247487	0.0665738423	-0.0199075113	0.0226907254	0.1666117558	0.0010394398	0.049084756	0.0613551737	0.0481763589	-0.0332309452	-0.0459098737	-0.0558733988	-0.0578537349	-0.0642299077	0.0747521818	0.0834540551	0.0351418392	-0.1077693708	-0.0696753005	-0.0461066962	-0.0141738209	-0.1199955596	-0.0527034289	-0.014017467	-0.032556109	0.0663714897	0.037697059	0.0166727247	0.0055273984	0.0497312913	0.0687217297	0.0033297494	0.0127934992	0.0882057939	-0.0338551541	-0.0722083848	-0.0614702902	0.0199049611	-0.0213191423	-0.0506926197	-0.0853669922	-0.0277501577	0.1302282882	0.0847381378	0.0828545651	-0.0614850331	0.0588524764	0.0240117711	-0.0651093502	-0.0891737396	0.0039764861	-0.034043328	0.047904231	0.0351197166	-0.0986379796	0.0421319889	0.0091868877	0.0294582193	0.0094220982	0.0207904749	0.0695707911	-0.0833769456	-0.0769709578	0.0989999104	-0.0460857825	0.120923016	0.0970849595	-0.0451113242	-0.0144073621	0.0917952164	0.042714744	0.0030850154	0.0975858912	0.0961739093	0.0938357201	0.0	0.0	0.1058294623554587	0.0236371311139436	0.0005587139672977	0.0111998751024454	-0.2222021144479526	0.002274334836244	0.049373779665141	5.172598947353056e-06	0.0774300733051234	-0.0001404027265578	0.0059954162520367	1.971292562489103e-08	-0.0023457892967599	0.0009611234276356	5.502727424793307e-06	9.237582431501962e-07	-0.0013138835051915	-0.0001621040730368	1.7262898652143024e-06	2.627773049512021e-08	0.0003259596725117	0.0001588632222957	2.523752339817299e-08	1.062497081039347e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
508.77595430636495	0.9713024363375666	258852.97168035235	0.9434284228352928	796.7865052194306	1.4033638694069168	1.969430149956754	634868.7348997938	566.9341593160258	0.8387173739346281	0.7034468333397987	321414.3409993689	594.2545287403981	441.780478962584	0.7657049999999999	20.576982	0.0832493662357335	0.0381221237196203	-0.0674260879	-0.1013878498	-0.0826884334	-0.0092596747	-0.0855253303	-0.1216370398	-0.0528684596	-0.0578711515	0.0781099671	0.0127317604	0.011061041	-0.0805471919	0.0389826997	-0.0340774502	-0.05714431	-0.0035630619	-0.1158566798	0.0300761751	0.1098755754	0.0015074938	-0.0700948113	-0.0229551855	-0.1318822009	-0.0234519985	0.0560170761	-0.0099097988	0.0908052225	-0.0692094648	0.0280816004	-0.042306029	-0.034942615	0.0507961481	0.0060032875	-0.0072758978	0.125225985	-0.0769544364	-0.0229415331	0.0935998664	-0.0059230565	0.0593723931	0.0521874223	-0.003494846	-0.0115551073	0.0953297474	0.0807670976	0.0336064532	-0.0584438293	0.0645980366	0.0231874743	-0.0253417237	0.0305145879	-0.0266140642	-0.0039770198	0.021061897	0.0013413197	0.0452630787	0.0927057286	-0.0074110428	0.0324574113	-0.0980789297	0.1734328541	0.0308847651	-0.0654764375	-0.0928594158	-0.0057495964	-0.026699589	0.0457010996	0.0310019814	-0.0665227278	0.0384357067	0.0012522614	0.0291415329	0.006505029	-0.0283327247	0.0172751145	-0.0203603772	-0.1132685648	0.0685774221	-0.0271883779	0.146802786	0.0779900016	-0.0927729825	0.041453242	0.1154761236	-0.0331132461	-0.0585781482	0.0974295977	0.0955522439	0.0924500708	0.0	0.0	0.105635406314434	-0.0001940560410247	3.76577470581837e-08	0.0111588390672155	-0.1995800399602671	0.0226220744876854	0.0398321923505418	0.0005117582541263	0.0662710712378356	-0.0111590020672878	0.0043918548830102	0.0001245233271377	-0.0028399736979379	-0.000494184401178	8.065450604979072e-06	2.442182223676585e-07	-0.0015220629703431	-0.0002081794651515	2.316675685689661e-06	4.333868971080621e-08	4.2838866046589815e-05	-0.0002831208064651	8.015739105345438e-08	1.8351684441576654e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
