global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	non_steady_state_outlier00	non_steady_state_outlier01	non_steady_state_outlier02	non_steady_state_outlier03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41	motion_outlier42	motion_outlier43	motion_outlier44	motion_outlier45	motion_outlier46	motion_outlier47	motion_outlier48	motion_outlier49	motion_outlier50	motion_outlier51	motion_outlier52	motion_outlier53
737.2567186004649	n/a	543547.4691215251	n/a	1379.1844291687012	n/a	1902149.689661396	n/a	750.8044897251375	n/a	n/a	563707.3817914241	813.8932429951833	834.563553595696	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0044389453317847	n/a	n/a	1.970423565857318e-05	-0.0511034743901319	n/a	n/a	0.0026115650947428	0.1535523071651141	n/a	0.0235783110357295	n/a	3.6999999776029206e-05	n/a	n/a	1.368999983426161e-09	-1.238111613233172e-09	n/a	1.5329203668228485e-18	n/a	-6.600001789433097e-05	n/a	4.3560023620520085e-09	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
576.3017022681624	-160.95501633230242	332123.6520371818	25906.51728253174	962.2591534750802	-416.92527569362096	925942.678446578	173826.68551220183	621.664202776078	-129.1402869490595	16677.213713285422	386466.3810132166	650.5877736027079	605.5757798188758	9.248049000000002	316.101105	0.3534378834713868	0.1876694462060507	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0147992506528282	0.0103603053210435	0.0001073359263452	0.0002190178198852	0.0885192457647718	0.1396227201549037	0.0194945039834545	0.007835656870764	0.0448043040962318	-0.1087480030688822	0.0020074256655476	0.0118261281714696	-0.0009549350372699	-0.0009919350370459	9.83935117719309e-07	9.119009254056652e-07	-0.000205301371033	-0.0002053001329213	4.2148652948029534e-08	4.214814457753907e-08	0.0006309019106695	0.0006969019285638	3.980372208864258e-07	4.85672298035987e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
545.9493149201654	-30.352387347997023	298060.654461798	921.2674177228498	833.5469767979213	-128.71217667715894	694800.5625289544	16566.824424972176	609.241064374539	-12.423138401539063	154.33436774379456	371174.67452022113	627.3354840959821	542.0536538967484	2.222885	75.978882	0.1241857999241081	0.0758804019961213	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0146423476863475	-0.0001569029664806	2.4618540890443584e-08	0.0002143983457678	0.04627129853327	-0.0422479472315018	0.0017848890452757	0.0021410330679549	-0.0185074790927188	-0.0633117831889506	0.0003425267823674	0.0040083818905646	-0.0010968685174979	-0.0001419334802279	2.0145112809632054e-08	1.203120544678041e-06	-0.0003923685138487	-0.0001870671428157	1.539530506598375e-07	3.49941159212295e-08	0.0006712846183693	4.038270769979996e-05	4.506230388592168e-07	1.630763081167483e-09	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
538.7050846485527	-7.244230271612764	290203.1682262043	52.47887222815074	787.5666369301932	-45.98033986772805	620261.2076055348	2114.1916543517814	609.5939680107673	0.3529036362283477	0.12454097646319	371604.8058351124	624.3062004835086	518.9437213464773	1.019277	34.839199	0.1588679930608263	0.1076211681694419	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0146632301815401	2.088249519260031e-05	4.3607860546897506e-10	0.0002150103193568	0.1484507404852166	0.1021794419519465	0.0104406383576112	0.0220376223506091	-0.0025824534085217	0.0159250256841971	6.669065607185347e-06	0.0002536064430423	-0.0004034091432227	0.0006934593742752	4.808859037701519e-07	1.627389368356729e-07	-0.0002711357659463	0.0001212327479023	7.35146035752868e-08	1.4697379163966869e-08	0.0006714453547815	1.6073641220001707e-07	4.508388644576544e-07	2.5836194206933782e-14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
535.4867880232442	-3.218296625308426	286746.1001474509	10.357433168471603	769.9925794056484	-17.574057524544855	592888.5723397637	308.84749787601163	609.6823677423174	0.0883997315501119	0.0078145125381318	371712.5895358784	622.4666997694432	509.9754780640694	0.854067	29.192272	0.2261476872996355	0.1263884479614592	-0.0314062718	-0.0229267083	-0.0287751924	-0.0789189956	0.0018022033	0.0422471147	-0.107782094	-0.0220118664	-0.0195010091	0.0105915458	0.0184498848	-0.037214872	0.0076873888	-0.0434721443	0.0831962265	0.0117264989	-0.0242753677	0.0073312565	-0.0448420348	0.0323884559	-0.0972543197	0.03594284	-0.0198679903	0.0742379693	-0.0454766345	0.0255646978	-0.0142463307	0.0131764328	-0.0777149714	0.1072351584	-0.0540398829	0.0776775159	-0.0261253785	0.0701509012	-0.0937800814	0.0603275532	-0.0606672874	0.0729225537	-0.0288153906	0.1661488524	-0.0915332838	0.0434269097	-0.1013756227	-0.0321197608	0.0100759824	0.0291408511	0.0511412514	-0.0326097963	0.0343599433	-0.0163521072	0.0748187553	-0.0496670063	0.0241651153	-0.0266743754	0.0098400433	-0.0573987171	0.0610782344	-0.0161384608	0.065632108	-0.0447971909	0.0279511499	-0.0444530714	0.0252079104	-0.042337741	0.0365915435	0.1415125478	0.0214639422	-0.0175532257	0.0389375255	-0.0524837264	0.0761765047	-0.043725185	0.0594751378	-0.0234125007	-0.0151674374	0.0294244169	0.0678789314	-0.0202938137	0.042438488	-0.0539225137	0.0156445536	-0.050499458	0.003736557	-0.0576876178	0.0143776969	-0.0334491159	0.019030324	0.0756355803	-0.0340827022	0.0773317398	-0.0225028942	0.0668871795	-0.1205024351	0.0656434351	-0.0096450998	0.0011669805	-0.0141174794	0.0632796146	0.0985300633	0.0985214698	0.098507148	0.0	0.0	0.0	0.0	0.0201487526083923	0.0054855224268522	3.009095629549846e-05	0.0004059722316741	0.0732500566763576	-0.0752006838088589	0.0056551428453199	0.0053655708030896	0.0918227679885177	0.0944052213970394	0.0084314207210731	0.008912345827024	0.0004340544774429	0.0008374636206656	7.013453159383359e-07	1.88403289388229e-07	-0.0001948773806645	7.625838528180004e-05	3.7977193494656443e-08	5.815341325787456e-09	0.0005640421673912	-0.0001074031873902	3.181435665953625e-07	1.1535444661595883e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
532.6553930850133	-2.8313949382309147	283721.7677825501	8.016797296239645	763.3155221121651	-6.677057293483244	582650.5862973672	44.58309410045779	608.2678571709235	-1.414510571393862	2.0008401565849896	369989.7860673071	620.5815921640037	506.5404857333263	0.830925	28.401272	0.1327634131717197	0.0868780237529946	-0.0371338014	-0.0082990435	-0.0364065952	-0.027003729	0.068122187	-0.0144720733	-0.1274563484	0.0205194459	0.0129600965	0.0525784399	0.0473877987	-0.0309471003	0.0205251107	-0.1270833795	0.1107261502	-0.061298349	0.1043785564	-0.0636803366	-0.0047499587	-0.1240762945	-0.0795304873	-0.018227908	0.1079987638	-0.0799589114	-0.0260802025	0.0108728381	-0.0069785522	0.143967639	0.060935583	-0.023542644	-0.0326418196	-0.0014471235	-0.0384279843	-0.001147959	0.050007533	-0.0223590482	-0.065971092	0.0339726156	0.0247211458	-0.0093796053	0.0082354664	-0.0577449017	0.0366698276	0.0050079765	0.0527006952	0.0740284704	0.0403904286	-0.078489467	0.0278100084	-0.1040206926	-0.0053096313	0.0110823655	-0.0372442357	-0.0115054236	-0.103812827	0.1149528085	-0.056845355	0.0041747645	0.1276430496	-0.159501593	0.0591631348	-0.141317459	0.0026775622	-0.0707711245	0.0731662693	-0.026759006	0.0562570841	-0.0621573222	0.1134822905	-0.0433251789	-0.1171823174	0.0065969765	-0.0825034397	-0.0191476283	-0.0198129994	0.0356009975	0.0606042706	-0.0176483934	0.0460307503	-0.0570952626	-0.019673227	-0.0720355537	-0.0286158964	-0.0737760101	0.0411684577	-0.0567078872	0.0710662688	0.0575253198	0.0436375219	0.0598630944	-0.0154374557	0.004024476	-0.1180849943	-0.042983867	-0.0066444305	0.0614647906	-0.1474428439	0.024051202	0.098507148	0.0984298219	0.0983009902	0.0	0.0	0.0	0.0	0.0202908383895987	0.0001420857812063	2.018836922103249e-08	0.0004117181225528	0.134594526153208	0.0613444694768503	0.0037631439353962	0.0181156864704065	0.0302205119762248	-0.0616022560122929	0.0009132793441051	0.003794837945804	0.0003880954066138	-4.59590708291e-05	2.112236191474231e-09	1.5061804463473076e-07	-0.0003328884793833	-0.0001380110987188	1.1081473970612577e-07	1.9047063369570373e-08	0.0005735640358707	9.521868479499978e-06	3.289757032442857e-07	9.066597934089524e-11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
531.9737467082522	-0.6816463767611367	282996.06718681566	0.4646417829515855	758.9715431485857	-4.343978963579389	576037.8033093455	18.870153236020258	609.3816101991056	1.1137530281820318	1.2404458077846456	371345.94684885466	622.134713859845	495.5359796630239	0.791266	27.0457	0.1244016139761916	0.064047910285019	-0.0492291869	0.0334375557	-0.0044351144	0.008523669	0.0840133979	0.0248954899	-0.0932217364	0.0146334592	-0.0107585167	0.0230423756	0.0298815974	-0.0771743588	-0.0042288212	-0.1340091852	0.0340181109	0.0307446526	0.0233724885	0.0726467526	-0.0792787604	-0.075965307	0.0291132081	0.0054042001	0.0756527841	-0.1651385541	0.0313172435	-0.0938587766	0.1199985043	0.0768496684	-0.1011491939	-0.2257762241	0.1614861903	0.0478880226	0.1803603317	0.0474775533	0.0862675101	-0.08205321	-0.0471229065	-0.1774832348	-0.0593316602	0.0078766402	-0.0546287693	-0.0711377249	-0.0317478626	-0.0217916088	0.0423451781	0.0854833934	0.0575301025	-0.0133634255	0.116772251	-0.0415864039	0.0287134983	0.0437918844	-0.0113893687	-0.0211054657	0.0370824222	0.0214142689	-0.0038711781	0.0968651016	0.1359074671	0.088652429	0.086955453	-0.088291414	-0.0816558317	-0.0861406887	-0.0453525081	-0.2192924626	0.0095942291	0.0519607803	0.0783951572	0.1227792416	0.0700747722	-0.1092250484	-0.1352366374	0.1466610945	-0.0185839092	0.0302942431	0.0665698395	-0.0195318509	0.0528566573	-0.0873357439	-0.0252943156	-0.0713864822	-0.0309154813	-0.0439261593	0.0025285133	-0.0346403396	0.0554580017	0.0809639895	0.0152234791	0.1348701428	0.0175139072	-0.0711954853	-0.0720244376	-0.0012461745	0.1296440819	0.0028746472	-0.06987587	0.0021120921	0.0984613227	0.0982466114	0.097889106	0.0	0.0	0.0	0.0	0.0298251974644756	0.0095343590748769	9.090400296868756e-05	0.0008895424037949	0.1577605476517334	0.0231660214985253	0.0005366645520701	0.0248883903953748	0.0701845621269541	0.0399640501507293	0.0049258727609522	0.00159712530445	-0.0003389586673788	-0.0007270540739926	5.286076265092371e-07	1.1489297819121199e-07	-0.0001231136993795	0.0002097747800038	1.51569829749059e-08	4.40054583256427e-08	0.0006714788469155	9.791481104479996e-05	4.508838418549694e-07	9.587310221938878e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
532.5624473968111	0.5887006885589017	283622.7603772812	0.3465685007097249	753.9725811277117	-4.998962020874046	568474.6530923838	24.989621286141126	609.3200984185346	-0.0615117805709815	0.0037836991490125	371270.9823367727	620.9536140613986	496.7474636796711	0.8130549999999999	27.790468	0.2635307496653892	0.1525839163482982	-0.0053343075	0.0173826976	0.0199394054	0.0035999838	0.002901965	0.0521417287	-0.0221140542	-0.0098053015	-0.0151684167	-0.0124550564	-0.0068788377	-0.0392975161	0.0530335654	-0.0537929558	0.0417092246	0.0187143688	-0.0914295316	-0.00549538	0.0094266096	0.060092408	-0.0546510886	0.0380870398	0.123634592	-0.019794099	-0.0579847005	0.004964774	-0.0567474908	0.0896894086	0.0081592803	-0.1345146516	-0.0086101337	-0.0187784623	-0.011405383	-0.0419364079	0.0562112135	0.0421244389	-0.0749916531	0.044116539	-0.0392961987	-0.0164685741	-0.0598072035	0.0510012481	0.040710752	-0.0197302042	-0.0125247353	0.0063265303	0.0676398726	-0.0198158208	-0.0060085393	0.0324097232	0.0843408681	-0.0100539104	0.0276118083	0.000985729	-0.0051903961	-0.0299751406	0.0199207221	-0.0319820927	0.0426679065	0.0219338228	-0.0268666574	-0.0403295951	-0.0201841143	-0.142142658	0.0988789004	-0.0705869096	0.0009788437	-0.0664252586	0.0455688717	-0.0027150625	-0.1573468526	-0.0476314067	-0.0236271239	0.0758238832	-0.0061447219	0.0292171896	0.0472211267	-0.0233110218	0.0559905025	-0.0571809465	0.0011360428	-0.0389531487	-0.0060168071	-0.020269746	-0.0005502248	-0.0327639611	0.0340611813	0.0503030453	-0.016222837	0.0253132924	-0.0293907948	0.0201695186	-0.0443592963	-0.0174423805	0.028186624	-0.0403376582	0.0379962558	0.1143522511	0.0983925981	0.0979720086	0.0972723574	0.0	0.0	0.0	0.0	0.0370164695677317	0.007191272103256	5.1714394463069366e-05	0.0013702190192588	0.0681953255942744	-0.089565222057459	0.0080219290022019	0.004650602432909	0.1898945873858082	0.119710025258854	0.0360599543184263	0.0143304901474754	0.0002620236303401	0.0006009822977189	3.611797221714886e-07	6.865638285660537e-08	-0.0001369550043668	-1.3841304987299987e-05	1.8756673221110204e-08	1.9158172375145548e-10	0.0003450178447053	-0.0003264610022101	1.190373131650905e-07	1.0657678596408819e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
532.203900115198	-0.3585472816130277	283240.9912978277	0.1285561531520918	752.1285329546247	-1.8440481730870035	565697.3300844759	3.4005136646655143	609.1293934179478	-0.1907050005868313	0.0363683972488233	371038.617925717	620.2154776436942	499.23431668495977	0.7675389999999999	26.234724	0.2543439275657351	0.1485885049391	-0.0262770754	0.005770734	-0.0085149091	0.0128204385	0.0306133246	0.0136073071	-0.0641618995	0.0586294575	-0.0131591622	0.0232547309	-0.0615948231	0.0068767437	0.0447090132	-0.0629073889	0.0395255005	-0.0064887667	0.0048258739	0.0753220418	0.1383790296	0.0210804118	0.0671128068	0.066180171	-0.0277719796	-0.0316609461	-0.0467747355	0.1210179622	0.0168824518	0.0702543588	0.1112340028	0.0224148755	0.0557492033	-0.1113764052	-0.033218096	0.0767664921	0.0649966522	-0.0522719728	0.0589514906	0.046772607	0.0662880544	-0.0528733505	-0.0395110761	0.0035929511	0.0438513504	-0.0042181141	0.0231069739	-0.0147356279	0.0413001429	-0.0885845167	0.0480040861	0.0009726152	-0.009991063	0.0322617813	0.0521778187	0.0169308221	0.0046144399	0.0420270711	0.0507125267	-0.0581417038	0.0604015324	0.02488754	-0.137871604	-0.1159408043	0.1460342675	-0.0072071077	0.0949507112	-0.0554916172	-0.0561433293	0.0457470468	-0.0753083183	0.0353623646	-0.0126797967	-0.0155993166	-0.0378613297	-0.0513828073	-0.0054481031	0.0320213021	0.0512325607	-0.0056387517	0.0352131772	-0.0612494789	-0.0256359299	-0.0476117867	-0.0261885474	-0.0846312643	0.0119990823	-0.0312387935	0.0273836121	0.0469915951	0.0150517644	0.0623593391	0.0337055399	0.0436259356	-0.1198049352	0.0253107697	-0.0192426427	-0.0069064283	-0.0467853275	0.0295550101	0.0983009902	0.0976062691	0.0964520353	0.0	0.0	0.0	0.0	0.0532535608291766	0.0162370912614449	0.0002636431326324	0.0028359417409868	0.1842593998633503	0.1160640742690759	0.0134708693359375	0.033951526438002	0.1018278267837189	-0.0880667606020892	0.010368906307495	0.0077557543229457	-0.0002824540410867	-0.0005444776714268	2.964559346823505e-07	7.97802853262072e-08	-0.0002540511316284	-0.0001170961272616	6.454197748167062e-08	1.3711503019664824e-08	0.0003629640746794	1.7946229974100006e-05	1.3174291950787308e-07	3.220671702832855e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
533.0350662286397	0.8311661134416681	284126.38182937034	0.6908371081337279	751.7969563075475	-0.3315766470772132	565198.6635132924	0.1099430728869668	610.4619130146862	1.3325195967383934	1.7756084756918504	372663.74724155024	622.0521070437323	497.7237407819107	0.762788	26.072338	0.2223995946093393	0.1281732269399195	-0.0124675533	0.0076132864	0.0161142427	0.0132300871	0.0270627827	0.0200168566	-0.0641873156	0.0201823524	-0.0375621107	0.0166132313	0.0237966661	-0.0601198238	-0.0011507459	-0.0415012201	0.0692989307	0.0162406393	-0.0505209636	-0.0392552436	0.0844766265	0.1149447451	0.1841615752	0.1533810188	0.0591927141	-0.0266101439	0.0515649073	0.113650926	0.1088095641	-0.0285707639	-0.0249112897	-0.0050779846	0.0957391081	0.022918185	-0.0125841914	-0.048460433	0.0009387605	0.0072809881	-0.0012702579	0.0975503924	0.0357555102	-0.0270180491	-0.0331026381	0.0934349681	0.0796264696	-0.0352086602	-0.0021995949	0.0523457997	0.0101556646	0.0100228205	0.0467156167	-0.0955954826	0.0297159103	0.0492007252	0.0618447296	0.0704017325	-0.0120539139	-0.045280899	-0.1140667426	-0.0044393937	0.062285131	0.11317235	-0.2021181434	-0.019500704	-0.041130389	-0.0701653675	0.0711481007	-0.0725291181	-0.0289442163	0.0338593931	-0.1033896164	-0.1317778702	0.1307496318	-0.0479600348	-0.0489290242	-0.0516588535	-0.0060367038	0.0319479178	0.0369201063	-0.0219671809	0.0472274751	-0.0504429055	0.0066680484	-0.0345391136	0.0045103727	-0.0149905431	-0.0060282041	-0.0249809081	0.0147473095	0.0485061004	-0.0200587707	0.0655893385	-0.0293498479	-0.0327304962	-0.070564117	-0.0028246236	0.1021086617	0.0396785031	-0.105414071	0.0690151458	0.0981865202	0.097149733	0.0954298563	0.0	0.0	0.0	0.0	0.0533034689485134	4.990811933679867e-05	2.4908203757361382e-09	0.0028412598019451	0.094465573194796	-0.0897938266685543	0.0080629313077823	0.0089237445190213	0.1914068571234963	0.0895790303397774	0.0366365849538945	0.0080244026766147	8.397754958065637e-05	0.0003664315906673	1.34272110639009e-07	7.052228833571599e-09	8.702174908425953e-05	0.0003410728807126	7.572784813683824e-09	1.1633070995763209e-07	0.0005149961929328	0.0001520321182534	2.652210787352778e-07	2.3113764980615812e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
