global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	w_comp_cor_40	w_comp_cor_41	w_comp_cor_42	w_comp_cor_43	w_comp_cor_44	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	non_steady_state_outlier00	non_steady_state_outlier01	non_steady_state_outlier02	non_steady_state_outlier03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19
719.6284328507838	n/a	n/a	517865.0813672751	1445.1206926856537	n/a	n/a	2088373.8164282637	769.3033706726816	n/a	n/a	591827.6761283493	870.3097422444848	672.0997246052959	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	-0.0047934933627118	n/a	2.297757861836208e-05	n/a	0.0104284862022154	n/a	n/a	0.0001087533244697	0.179205756897204	n/a	n/a	0.0321147033050997	0.0012400005018895	n/a	n/a	1.5376012446862118e-06	-9.10018527977563e-05	n/a	n/a	8.281337212624506e-09	-2.943590389484739e-06	n/a	8.664724381066917e-12	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
563.5424026692511	-156.0860301815327	24362.84881783033	317580.0396062324	1004.2349570852812	-440.8857356003725	194380.2318558816	1008487.8490320764	613.9914938737506	-155.31187679893094	24121.7790748063	376985.55454932	671.1713400345373	498.5227300757229	10.662934	322.918671	0.5515731309190633	0.365851650356708	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0215005416398526	0.0262940350025644	0.000462273290807	0.000691376276716	0.0067882893609123	-0.003640196841303	1.3251033043433062e-05	4.608087244747512e-05	-0.186523543070777	-0.365729299967981	0.1337579208550694	0.034791032119676	-0.0011550210941933	-0.0023950215960828	5.736128445703003e-06	1.334073728031488e-06	7.61806455280567e-05	0.0001671824983258	2.7949987746460465e-08	5.803490753071425e-09	0.0005530442973462	0.0005559878877356	3.058579948271521e-07	3.091225313087884e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
534.176116981833	-29.3662856874181	862.3787350750571	285344.123953789	868.8598916726035	-135.3750654126777	18326.40833548677	754917.5113573282	601.6239032204817	-12.367590653268962	152.9572985668258	361951.3209262475	641.4367348956844	439.7902562018669	2.478028	75.045158	0.3279437189659713	0.205421361942449	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0288450865729714	0.0073445449331187	0.0008320390194022	5.3942340274601024e-05	-0.171433846533219	-0.1782221358941313	0.0317631297226662	0.0293895637371752	-0.2537144902493651	-0.067190947178588	0.0045146233827558	0.0643710425624951	9.92262458951866e-06	0.0011649437187828	1.357093867931543e-06	9.845847874452034e-11	0.0002020039479493	0.0001258233024212	1.5831503432187652e-08	4.08055949871035e-08	0.0007659990953448	0.0002129547979986	5.867546140690521e-07	4.5349745990624554e-08	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
528.7371368665864	-5.438980115246636	29.58250469404831	279562.9599018753	820.5013598666166	-48.3585318059869	2338.5475984306468	673222.481542967	599.5128073750237	-2.111095845457953	4.45672566870983	359415.6062066823	632.8578259361145	423.9765621147533	1.058338	32.050934	0.1816265518740388	0.1253669567160192	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0213878449324624	-0.007457241640509	0.000457439910855	5.561045288494136e-05	-0.1665000238359226	0.0049338226972963	2.4342606408357043e-05	0.0277222579373627	-0.1546558536148126	0.0990586366345525	0.0098126134918963	0.0239184330573263	-0.0011205705293112	-0.0011304931539007	1.2780147710163943e-06	1.2556783111607833e-06	0.0002571927815882	5.518883363889998e-05	3.045807358422178e-09	6.614812690107554e-08	0.0005481440648508	-0.000217855030494	3.004619158311581e-07	4.7460814311541674e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
523.2221819587292	-5.514954907857259	30.41472763569887	273761.4516936535	796.8502227282914	-23.65113713832511	559.3762879358613	634970.2774621277	598.4409240228445	-1.0718833521792703	1.1489339206790696	358131.5395453159	629.2381151491771	406.80577988955054	0.994085	30.105099	0.0920203375907134	0.0506343898309728	-0.109964956	0.053760913	-0.1077085673	-0.0465622205	0.0210730515	-0.0351655683	0.0734581635	-0.1379773074	0.0569610701	0.0248511031	-0.0672582324	0.0411010189	-0.0073438833	-0.1297969345	0.0487517763	-0.1065099091	0.0180994821	-0.0577527809	0.0508836908	-0.0917581512	0.0301448491	-0.0865664891	0.0064835121	0.0512213047	-0.0333870551	0.086264713	-0.0273207357	0.107457111	-0.0003764999	0.0134421797	-0.0715157772	0.1012916929	-0.1797535718	0.0205842004	-0.0125046723	0.1143505705	-0.0004054299	0.0742520158	-0.0785952889	0.0061637196	-0.0478407357	-0.072635585	0.0676609086	-0.0311140394	0.0331742904	-0.0125619484	0.0064218745	-0.0422879843	-0.0133874431	0.0004140908	0.0110792688	-0.0179979913	-0.1141277071	0.0707358506	-0.0375200987	0.0287679983	-0.0594490757	0.0030678956	-0.0729715736	0.1135510278	-0.0458984386	0.0205937028	-0.0113377669	0.0636747394	-0.0722289583	0.0303660534	-0.1825362364	0.020037253	-0.0614559127	0.0031881211	-0.0718493131	0.0690359111	-0.0052226209	0.0235997043	-0.0452877969	0.1102011601	-0.0645601507	0.09223676	-0.1160575668	0.0740957512	-0.0251970673	0.206066635	-0.0558918741	0.0990815581	-0.064396581	0.0194228691	-0.0636477594	0.0328606392	-0.0110949452	0.0381349135	-0.0362568608	-0.1029364103	0.080579251	0.074846979	-0.0264792236	0.0389821685	-0.0484542977	0.0030586238	-0.0711025885	0.1008099309	-0.0275510746	0.0697855274	-0.0705469653	0.0587073031	-0.0241107593	0.1283990907	0.0126546897	-0.0108071896	0.0780001853	-0.0211612794	0.1171890579	-0.0169090314	0.0677069093	-0.1037887209	0.0178505206	0.0985300633	0.0985214698	0.098507148	0.0	0.0	0.0	0.0	0.0212711081041305	-0.0001167368283318	0.0004524600399776	1.3627487088991217e-08	-0.1802512303398202	-0.0137512065038976	0.0001890956803128	0.0324905060390189	-0.1987972315918966	-0.044141377977084	0.0019484612497157	0.0395203392886021	-0.0013921828014804	-0.0002716122721691	7.377322639291547e-08	1.9381729527378145e-06	0.0006641195799594	0.0004069267983712	1.6558941923263524e-07	4.410548164854498e-07	0.0005464628097632	-1.6812550876000362e-06	2.9862160245429135e-07	2.8266186695810053e-12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
524.7878414152377	1.5656594565085695	2.45128953375471	275402.2784972647	792.6310690791229	-4.219153649168561	17.801257515292384	628264.0116695133	599.4679496240037	1.0270256011592664	1.0547815854365523	359361.8226264071	629.1010836812942	412.9420200291247	1.008334	30.536613	0.3051218918964196	0.1696020002314772	-0.1048616855	0.0465516654	-0.0747079337	-0.0431368134	-0.0224172728	-0.0123034186	0.0904385877	-0.096136228	0.0409554243	0.0594276085	-0.0544068742	0.0748369737	-0.1008293673	-0.0219518739	0.054885903	0.0520212619	-0.1224832222	0.0256386626	0.0210062982	-0.024660213	0.0714064142	-0.0119978279	-0.0707617686	-0.1087613529	0.0073487215	0.0328455706	0.0662063335	0.0009637087	-0.0696266468	0.1951789769	-0.0488288554	-0.0048517864	-0.0727775687	0.0361655295	-0.0834484713	-0.0050704906	0.0724567827	-0.0239374771	0.031728304	-0.1178859017	0.054868541	-0.0028494832	0.0498315738	-0.0236831813	-0.0103972433	0.0134954753	0.0925428671	-0.0537204729	-0.0696796313	-0.0986126211	-0.1044969569	-0.0513563339	-0.0736780009	0.0782651926	-0.0218832029	0.0646333187	-0.0317998148	0.0681081419	-0.0525641118	0.0272046075	0.0220319363	-0.0882764627	0.0247227791	-0.0134443094	-0.0359019312	0.0089030495	-0.0502214241	-0.0494152722	0.047237142	-0.1616435866	0.0022489476	0.0992704356	-0.0500209289	-0.0056292072	-0.0606154375	-0.0546649439	-0.1377061329	0.0519203586	-0.1025630646	-0.1927592228	-0.0691056573	0.1310485323	0.1398090047	0.0191730191	-0.0520116266	-0.0398791779	0.0607375987	0.1591913955	0.0444774816	0.0205013477	-0.1301943736	-0.0812216343	0.0873470463	0.0080009705	-0.0277148157	0.001569095	0.0326451956	-0.0487506947	0.0469274858	-0.0285614443	-0.0106818917	0.0708267933	-0.1140440056	-0.0561464917	0.0694598486	0.165726769	0.0497199497	-0.034870381	0.0626387457	-0.0383060704	0.1704343391	-0.0355000873	-0.0075933716	-0.0480369833	-0.1022583872	0.098507148	0.0984298219	0.0983009902	0.0	0.0	0.0	0.0	0.0139454748212131	-0.0073256332829173	0.000194476267989	5.366490299578715e-05	-0.0683141722658149	0.1119370580740053	0.0125299049702632	0.0046668261323634	-0.0988367770755047	0.0999604545163919	0.0099920924671236	0.009768708502673	-0.0024350411316589	-0.0010428583301785	1.08755349682269e-06	5.929425312870657e-06	0.0001151812990018	-0.0005489382809576	3.0133323630068494e-07	1.3266731639742052e-08	0.0006726411190892	0.0001261783093259	4.524460750895713e-07	1.5920965744367723e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
521.8768965959108	-2.9109448193269145	8.473599741166202	272355.495200579	786.8076828086311	-5.823386270491824	33.911827655352674	619066.3297266874	598.3489463898817	-1.119003234122033	1.2521682379755696	358021.4616458815	628.2593449433281	406.7926962068765	0.968433	29.328228	0.3185570168614848	0.1968652355562256	-0.1150300351	0.0757423213	-0.0637154404	-0.0892278934	0.0652788573	0.0137562777	0.0141192727	-0.1350151399	0.0471246153	0.0027116526	0.0249851822	0.0702549209	-0.1463171278	-0.0231880513	0.0041481235	0.0209746122	0.0085965081	-0.0478291658	-0.1218870364	0.0971087694	0.0089358984	0.1215729342	-0.0716849007	0.0773354806	0.0079099519	-0.053558865	0.0458519159	0.0015660428	0.0891670636	0.0947238593	-0.1113847476	0.0508553089	0.0562644212	0.1180905457	-0.0185074908	-0.0535131499	0.0455429515	0.0061642626	0.0211639264	-0.2481791157	-0.0163038477	0.2053584173	0.0023675274	0.0270542875	-0.0362102872	0.0326426966	-0.0701462189	0.0970143824	-0.0988831513	0.0417036551	-0.0574295975	0.0674401014	-0.1123974921	0.0838370997	-0.0626853323	-0.007028793	-0.0109125961	0.0656043782	-0.0303726767	0.130854691	0.0315777169	-0.0416259178	-0.0770352311	0.0060233419	-0.1092166308	-0.059149628	0.0577258046	0.0171510581	-0.0261102395	-0.124771512	0.0541802794	0.0007468429	-0.0667298961	-0.1893809476	-0.0612083565	-0.1497893224	0.0195827086	-0.0228672951	-0.1395211057	-0.0083500024	0.0478876878	0.0609245417	-0.0290388316	0.0336669562	-0.0492104509	0.0326534961	-0.0094671987	0.0906834774	0.1198862934	0.0871146664	-0.0966030921	-0.1234057555	0.0790491415	0.0694981716	-0.0324004564	0.012097869	-0.0157176879	0.0043491404	-0.0510556617	0.0095933159	-0.0709678729	0.014753283	-0.0915214339	0.028299626	0.0122810252	0.1473710247	0.0264738322	0.0295205188	0.0082718907	-0.1155634475	0.2043011013	-0.0169173758	0.0955933504	-0.1690873446	-0.008592722	0.0984613227	0.0982466114	0.097889106	0.0	0.0	0.0	0.0	0.0209236467366764	0.0069781719154633	0.0004377989927612	4.8694883281760753e-05	-0.2111730805779217	-0.1428589083121068	0.0204086676841269	0.0445940699607694	-0.2176465359356427	-0.118809758860138	0.0141157588004041	0.047370014604785	-0.0015930165663573	0.0008420245653016	7.090053685713485e-07	2.537701780688802e-06	4.3396950357266206e-05	-7.178434864453379e-05	5.1529927103199815e-09	1.8832953003110274e-09	0.0007570357606186	8.439464152940003e-05	5.731031428553822e-07	7.122455518875932e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
525.3350989104802	3.4582023145693483	11.959163248492798	275976.966147284	787.841909356456	1.0342265478249146	1.0696245522258403	620694.8741384262	600.3312115379673	1.9822651480856168	3.9293751173148914	360397.5635466437	627.0651467539353	407.4931836042664	1.149927	34.824646	0.5721156622421394	0.3645989337904913	-0.0670093523	-0.0093554997	-0.0272909897	0.1280767697	0.0322518952	-0.0089514953	0.1138131462	-0.0198681425	-0.0236567429	0.0930994007	-0.0539581331	0.0369780878	-0.1071369193	-0.0096855603	-0.0215669	-0.0126706488	0.0005082888	0.0298629251	-0.0905494054	0.0629656427	-0.0516095805	-0.0155983135	-0.0262900566	-0.0010287509	0.014624899	-0.1290685283	0.1641075196	0.0874979138	-0.0046547997	0.0648404387	-0.0407694342	-0.1144730901	-0.1035874235	0.0512063236	0.1631787927	0.0415103781	-0.045007461	0.0569927486	-0.11805076	0.0010412892	0.001666425	-0.0023280149	0.2012805278	0.1077815379	-0.0169993107	-0.11216502	0.0573585636	-0.0140363557	-0.0246403499	0.0639658605	-0.0682813073	-0.0088611002	0.0255217634	0.0438493194	0.0272843585	0.0263909019	-0.065733323	0.1357866823	0.0098452311	0.0566404693	-0.0130149282	-0.0463018379	-0.0150657037	-0.0399899316	-0.0490013163	-0.0313994233	-0.0087867534	-0.0282605113	0.0625211502	0.0046384055	0.0006967321	-0.0333188601	-0.06652496	-0.0834482958	-0.1085429561	0.1003269728	0.0990930531	0.0623741118	-0.1480718087	-0.0244269806	0.0718830717	-0.0013954211	0.0018392951	0.059121066	0.0736420222	0.0759637353	-0.1431385305	0.1035016222	-0.1790374731	-0.0763446674	0.0039468282	-0.0208792439	0.0693385283	-0.0190966815	0.0227324779	0.0028964023	0.065569602	-0.0435203239	0.0324277166	-0.0496260063	-0.0225946313	0.0282307021	-0.0798677123	0.0013589586	0.0543810163	0.0795019141	-0.0336179416	0.0470234353	-0.0343819077	-0.0743394796	0.0837075464	0.0290412077	0.0153268744	-0.0668888804	-0.0586021855	0.0983925981	0.0979720086	0.0972723574	0.0	0.0	0.0	0.0	0.0131401144321614	-0.007783532304515	0.0001726626072902	6.05833751354286e-05	0.0203950526698832	0.2315681332478049	0.0536238003358731	0.0004159581734073	0.0533173469152501	0.2709638828508928	0.0734214258096323	0.0028427394820811	-0.0022761028456601	-0.0006830862793027	4.666068649717428e-07	5.180644164022005e-06	0.000171153751274	0.0001277568009167	1.632180018047795e-08	2.9293606575162252e-08	0.0011821949571776	0.0004251591965589	1.3975849167761472e-06	1.8076034241869432e-07	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
522.8728595865485	-2.4622393239316125	6.0626224883152044	273396.0272922145	780.2023516795674	-7.639557676888558	58.362841498506896	608715.7095663274	598.4628770959522	-1.868334442015112	3.490673587219918	358157.8152619648	625.9957892027272	405.3098148685871	0.904186	27.382559	0.4445681308860486	0.2021163517860149	-0.0748818682	0.0056660722	-0.0107211344	-0.0327796979	0.0018080672	0.0362610742	0.0338347173	-0.0664909379	-0.0075251693	0.0332979009	0.0923528057	0.1270540913	-0.1412173166	0.0221699572	0.0064982648	-0.0032288977	0.0616732676	0.0786539051	0.0681531274	-0.0701471513	-0.0213002694	0.0274756797	-0.0492215988	-0.015714487	0.0580139752	0.0996535048	-0.0337414998	-0.1061123794	0.1684483056	0.0789298457	-0.0622873283	0.0224740988	-0.0516553961	0.0095762868	-0.039029881	0.0691041767	0.0530270262	0.0419099938	0.1715375251	-0.0066723729	-0.0456680417	-0.0570697196	-0.006792701	-0.040059804	-0.0705109506	0.0136965465	-0.1557496471	0.0015370387	0.0370959927	-0.0212181149	-0.0134356541	0.0100495416	-0.0276515964	0.0689072729	-0.0448077215	-0.001266114	0.0199698108	0.0908362812	-0.0649357272	0.0262240341	0.1130206775	-0.0168482982	-0.0620631393	-0.020081557	0.0233126186	-0.018469804	-0.0125139278	0.1182997093	0.0771935413	-0.0052592748	-0.06022121	-0.0232513543	0.0390104395	-0.0894043967	0.0880991851	-0.0449562725	-0.0936291639	-0.0725821889	-0.1479221688	0.0151738756	-0.0700301607	-0.021678683	-0.0346737632	-0.0044261639	0.0281882612	-0.1062496978	0.043175202	-0.0413614283	0.0675350981	-0.0601854479	0.0045279406	-0.0434327947	0.0610956532	0.0627555584	0.011085642	-0.0481631253	-0.0515477426	-0.0249721485	-0.0039999029	-0.036578234	-0.0170254097	0.0160163574	-0.0083151168	0.0231488192	0.0095942555	0.0699167992	-0.0051502967	0.0025145431	-0.0828962863	-0.0169777558	0.0923672637	0.0282439715	0.0062281198	-0.0334457004	0.0306747256	0.0983009902	0.0976062691	0.0964520353	0.0	0.0	0.0	0.0	0.0909499880728788	0.0778098736407174	0.0082719003304567	0.0060543764359844	-0.1025789741633644	-0.1229740268332476	0.0151226112755843	0.0105224459404081	-0.0371176469738685	-0.0904349938891186	0.0081784881197249	0.0013777197168767	-0.0011209663367328	0.0011551365089273	1.3343403542567502e-06	1.2565655280881531e-06	0.0015151580209118	0.0013440042696378	1.8063474768046369e-06	2.2957038283333627e-06	0.0006143510052834	-0.0005678439518941	3.774271576927242e-07	3.224467537028224e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
523.9103109150974	1.0374513285488547	1.0763052591077835	274482.013883154	779.0195796945708	-1.1827719849966345	1.3989495684928783	606871.5055475057	599.2563301735079	0.7934530775556823	0.6295677862825836	359108.1492530203	625.2127150616329	405.9674099761661	0.88714	26.866356	0.2645807097284073	0.1623904923213435	-0.0425939528	-0.0239517613	0.022857983	0.0893584612	-0.0160200625	0.0607940841	0.0781778092	0.0046056852	-0.0074631117	0.0264370172	0.0099329035	-0.0898589139	-0.171088422	0.0376841269	-0.0592621041	0.067103122	-0.0035309893	0.0190247509	-0.0313422504	-0.0184277617	0.037818223	0.090498496	0.0161173116	-0.0461542011	-0.1961002178	0.0627979397	-0.1174776326	0.0179144614	-0.0555948653	-0.1053911779	-0.0582728554	-0.0437890546	0.0629902702	-0.0074175553	0.0769846587	-0.0305453245	0.0438961523	-0.0143402289	0.1422348908	0.025682339	-0.0568187556	-0.08023132	-0.0246192692	-0.0324933202	0.0604601153	0.0677990407	-0.0687743541	-0.0399687032	-0.0426775648	0.0237002337	-0.0102992706	0.0296201563	0.0556724951	0.0263577076	-0.0048689654	0.0633590166	0.0131525823	0.1166361391	0.0915124066	0.0121900712	-0.0087084412	-0.0545073993	0.0072019346	-0.0088706599	0.0015177728	0.0117291901	0.0007883164	-0.0324507702	0.0475907123	0.1718506107	0.0312057337	0.0131800381	-0.0332547697	0.0325826983	-0.0806010486	-0.1233071109	0.0573364898	-0.003608985	0.0566932528	-0.0731214653	0.0376778963	0.0321914835	-0.0648186728	0.1220043518	0.0680220905	-0.0078966847	0.0702068843	-0.0091379993	0.1193455348	-0.0990289885	-0.0065697004	-0.0056477488	0.0513200338	0.0170777548	0.0410194341	-0.0320512439	0.0127747655	0.0125999095	0.0325216917	-0.1007285327	-0.0106358106	0.0388247205	-0.009327547	0.0135752196	0.0116186605	0.0238355382	-0.009018614	0.0630055916	-0.062934195	-0.0161489047	-0.0148668999	0.0288913204	0.0239894849	-0.0188678814	0.0357393077	0.0981865202	0.097149733	0.0954298563	0.0	0.0	0.0	0.0	0.0683122732857981	-0.0226377147870806	0.0046665666814735	0.0005124661307812	0.0062921826704211	0.1088711568337855	0.0118529287903267	3.95915627579476e-05	0.0766459772559926	0.1137636242298611	0.012942162197913	0.0058746058295261	-0.0014219132097321	-0.0003009468729993	9.056902036805687e-08	2.0218371760106434e-06	0.0015301139683117	1.495594739989994e-05	2.2368036262857376e-10	2.341248756022578e-06	0.000544089548129	-7.026145715440001e-05	2.9603343638321937e-07	4.9366723614595886e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
