global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	non_steady_state_outlier00	non_steady_state_outlier01	non_steady_state_outlier02	non_steady_state_outlier03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07
758.2042498482714	n/a	574873.68448798	n/a	1439.6487766863352	n/a	n/a	2072588.600214461	774.5883377385625	n/a	n/a	599987.0929605893	830.8704652909046	953.1468144449694	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0174485346578308	n/a	n/a	0.0003044513617055	-0.0005588948994272	n/a	n/a	3.1236350860574004e-07	-0.0392725998685676	n/a	n/a	0.0015423371004366	-0.0007160001493669	n/a	5.126562138934231e-07	n/a	1.5737046088482034e-07	n/a	n/a	2.4765461959100772e-14	-0.0004389999005707	n/a	n/a	1.927209127010845e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
597.5546965547998	-160.64955329347163	357071.6153746988	25808.27897339198	1003.4676767372224	-436.1810999491128	190253.9519528179	1006947.3782563988	636.499595582392	-138.0887421561705	19068.50071027334	405131.7351765485	666.3569234430535	698.4589381629023	11.294782	317.191528	0.2924286929143217	0.1816769961072381	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0400097133634034	0.0225611787055726	0.0005090067845847	0.0016007771634217	-0.0199207107854704	-0.0193618158860432	0.000374879914405	0.0003968347181983	-0.1612705504390703	-0.1219979505705027	0.0148834999434028	0.0260081904389207	0.0014149976659662	0.0021309978153331	2.0022183946897937e-06	4.541151688954445e-06	1.3233858453531866e-13	-1.573703285462358e-07	2.47654203067502e-14	1.7513500956811683e-26	-1.311882822426641e-10	0.0004389997693824	1.92720797517816e-07	1.7210365397780894e-20	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
564.310349531206	-33.24434702359372	318446.17058803194	1105.1866090251244	863.7224153265896	-139.7452614106328	19528.73808672609	746016.4107375977	622.5256781301961	-13.973917452195906	195.2703689607853	387538.21993146045	640.9535122981911	611.8092206593218	2.848753	80.00157199999998	0.2184940167695603	0.1358296932566756	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0251905731609412	-0.0148191402024622	0.0002196069163402	0.0006345649761767	-0.0576644790039466	-0.0377437682184761	0.00142459203933	0.0033251921387965	-0.0350463408380505	0.1262242096010198	0.0159325510894021	0.0012282460061368	0.0011599713808595	-0.0002550262851066	1.3455336044130954e-06	6.503840609532381e-08	0.0001732121345678	0.0001732121344354	3.000244351568836e-08	3.0002443561533655e-08	0.0003658994242216	0.0003658995554098	1.338824846491495e-07	1.338823886456984e-07	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
555.1473483882606	-9.163001142945404	308188.5784225168	83.96058994561879	816.7121190450277	-47.01029628156186	2209.967956480229	667018.6853950196	620.8109688199182	-1.71470931027784	2.9402280187535053	385406.2590071255	634.7556997962264	583.4636683484604	1.261231	35.419167	0.1453512624808134	0.0744958279903617	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0109596437033019	-0.0142309294576393	0.0002025193532283	0.0001201137901033	-0.0745422525279337	-0.0168777735239871	0.000284859239127	0.0055565474119382	0.0213169216750515	0.056363262513102	0.0031768173611208	0.0004544111497002	0.0005513663795446	-0.0006086050013149	3.0400488449212e-07	3.704000476255095e-07	0.0003771961498548	0.000203984015287	4.160947849260705e-08	1.4227693546528478e-07	0.0007108963473414	0.0003449969231198	1.1902287696212921e-07	5.053736166633445e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
551.3345102762668	-3.8128381119938695	303969.7422215709	14.537734468272976	792.3336258853775	-24.378493159650247	594.3109287351139	627792.5747086693	620.3454388781146	-0.465529941803652	0.2167181267157116	384828.46353688056	633.0878904940232	562.1227596217188	0.960953	26.986448	0.0796723945791716	0.0365648337741184	-0.0070209307	-0.0156027139	-0.138372436	0.0215526511	0.110448827	-0.1252910485	0.0210235021	-0.0723571855	-0.018043679	-0.0548348512	0.0066020689	0.0698788305	-0.180016181	0.0005617976	-0.0176337232	0.0624266063	-0.0830608127	0.029003888	-0.0085536902	0.0112672343	-0.0718672582	0.014753197	-0.0445643358	0.0604443824	-0.0419053354	0.0336033277	-0.1371599275	0.1241607219	-0.02688888	0.0718529903	-0.0037124701	0.0336148347	-0.0164920276	0.0695287053	-0.0412303608	-0.1506441948	0.043409218	-0.0876281103	0.007925094	-0.0068898004	0.0760331288	-0.0296910897	0.0382437086	0.0884382349	-0.0908546296	0.0370716704	-0.088885377	0.0082900801	-0.1393642453	0.0320422126	-0.0080816948	0.1171388549	-0.0226884264	0.0330088138	-0.0736398477	-0.0738786159	0.0522621077	-0.0366767375	0.032931185	-0.0176559246	0.092500777	-0.0434079448	0.0060803533	-0.0347188916	0.0446732633	-0.075064869	0.0669575236	-0.1746181448	0.0392736803	-0.1417389931	0.0619244636	-0.0398351298	0.0408041487	-0.0487340276	0.1004565766	-0.0845575595	0.0465910409	-0.0012444274	0.0023546711	0.0985300633	0.0985214698	0.098507148	0.0	0.0	0.0	0.0	-0.0064855276668822	-0.0174451713701841	0.000304334004135	4.206206911789447e-05	-0.0916383416030157	-0.017096089075082	0.0002922762616631	0.008397585651751	0.038948837965492	0.0176319162904405	0.0003108844720731	0.0015170119788621	0.0009968896304168	0.0004455232508722	9.937889352325443e-07	1.984909670677333e-07	0.0003608107131338	-1.638543672100002e-05	2.6848253653789586e-10	1.301843707121213e-07	0.0006228206780653	-8.80756692761e-05	7.757323518432944e-09	3.879055970257201e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
550.9698920787387	-0.3646181975281024	303567.8219772569	0.1329464299686423	782.5390071639096	-9.79461872146794	95.93455589893028	612367.2977330773	620.5910342698552	0.2455953917406077	0.0603170964442225	385133.2318161286	632.0777147808811	561.5802751574023	0.844029	23.702881	0.1730579646574564	0.0931728982285386	0.0895415492	0.0296056789	-0.0713973424	0.0111233338	0.0315013031	-0.0289299746	0.0801015804	0.0057873283	-0.0776654489	-0.0516599903	0.0894756987	0.0584133046	0.053827309	-0.0513324912	-0.0394944731	0.0655094448	-0.0742948747	-0.0413140179	0.0784384381	-0.0095822327	0.0119939095	-0.0200979958	0.0586573551	0.0095844986	0.1472951949	0.0166558454	0.066887695	-0.0316049161	0.0428645291	0.0423553929	0.0273451411	-0.0733675588	-0.026630707	0.0800340998	-0.0440126201	-0.0767731737	-0.0513091443	0.0352823802	-0.0023055498	0.0433803134	-0.0565976172	-0.1201476321	0.1668576398	-0.034143508	-0.1077671871	0.1022803006	-0.1181832553	-0.0482962642	-0.0557218358	-0.0118688297	-0.0286730713	0.0953417507	-0.1079743212	0.047869064	-0.0448328046	-0.058011495	0.0304212452	0.0638028663	-0.0984088346	0.016867126	0.0943017679	-0.0589668002	0.0214981676	-0.0536618575	-0.1071486982	-0.0738780359	0.0318835625	-0.1104622455	-0.1084015351	-0.0142357788	0.0797633094	0.0252065804	0.0077602729	-0.0612173498	-0.1277439103	-0.0116580485	0.2909127253	-0.0483810143	0.0976899292	0.098507148	0.0984298219	0.0983009902	0.0	0.0	0.0	0.0	-0.006488614482464	-3.0868155818002466e-06	9.528430436044794e-12	4.210211790204157e-05	-0.0461409226159759	0.0454974189870398	0.0020700151344822	0.0021289847398534	0.0797104353370343	0.0407615973715423	0.0016615078202797	0.0063537535016195	-0.0001569792808762	-0.001153868911293	2.464249462440889e-08	1.3314134644484931e-06	-5.1062125744349984e-05	-0.0004118728388781	1.696392354055465e-07	2.607340685531809e-09	0.00079299615756	0.0001701754794946	2.895969382125105e-08	6.288429059049244e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
550.3416555938707	-0.6282364848680118	302875.93788180256	0.3946810809193156	771.8574133264013	-10.681593837508215	114.09644690949352	595763.8665069231	619.7381324350181	-0.8529018348370982	0.7274415398684888	384075.352794044	630.4564665274559	554.9138760648925	0.827949	23.251295	0.1540225086289345	0.1007461445650891	0.0909368211	0.0082223946	0.0337849747	-0.0567611925	-0.0442788551	-0.0007218709	0.0693383121	0.0610346022	0.0525450374	-0.0610653348	0.0780119453	0.1343320802	0.0776233592	0.0027402945	-0.0174208954	0.0009782638	0.0050434408	-0.0403587517	-0.0726652623	0.0705887087	-0.008335975	0.0243288508	0.0951948985	0.0388157684	0.000724627	0.0495467593	0.0488440144	0.0152426182	-0.0308101052	-0.05212624	-0.0715722337	-0.0405199607	-0.000765948	-0.0638549107	-0.0577555881	-0.0628778845	-0.0592778542	0.1079191672	0.0418341571	0.0028284576	0.0510364619	-0.060082126	0.0489476025	-0.0513194434	-0.016032044	-0.0458077886	-0.0710110303	-0.0853803905	-0.0697529405	0.0908110714	0.0791480299	-0.0256275769	-0.0286343809	0.0798442392	-0.0491368158	-0.0645501688	0.0172712442	-0.0677598609	-0.0470914282	-0.1016096398	-0.0112329006	-0.0625912492	-0.004973729	-0.0096262875	0.0110928782	0.0512411001	0.0765208808	-0.1393996291	0.0438430022	-0.0103168962	0.1454938078	0.0350455288	0.0449978144	0.0582899185	-0.0008799933	-0.0675713045	0.0923742719	0.0888572234	0.110900907	0.0984613227	0.0982466114	0.097889106	0.0	0.0	0.0	0.0	-0.006314478258659	0.000174136223805	3.0323424441065285e-08	3.98726356790772e-05	-0.1138386661051384	-0.0676977434891624	0.0045829844735244	0.0129592419005971	0.0833120627273444	0.0036016273903101	1.297171985863194e-05	0.0069408997958849	0.0013170017913893	0.0014739810722654	1.7344937185226252e-06	2.1726202013969527e-06	9.400147293892048e-07	5.200214047373919e-05	2.7042226138505037e-09	8.836276914686599e-13	0.0006679993397861	-0.0001249968177738	1.5624204453601556e-08	4.4622311795466565e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
550.7729065365436	0.431250942672932	303350.79457471217	0.1859773755562925	776.0884341504201	4.231020824018742	17.901537213280236	602313.2576220509	619.8823870687231	0.1442546337050316	0.0208093993453728	384254.1737980183	629.7725641799076	555.2011121007903	0.856074	24.041145	0.2703702057531755	0.1529483618696717	0.0252124307	-0.01944346	0.0869777452	-0.0009560319	-0.0017406221	0.0575733871	-0.0060489122	0.0526318418	0.0493132135	-0.0575234758	-0.0692366707	0.0346871683	0.1148735432	-0.0098919327	-0.0274049613	0.0572088223	-0.1168067977	0.1424740142	-0.0438002958	0.1233230255	0.1473300023	-0.0207312489	-0.0282927271	-0.0400679606	0.1076604016	-0.0553151	0.1756372153	0.0865676687	-0.0037323931	-0.0842402997	0.0091657146	-0.077019105	-0.0076134538	-0.0463144039	-0.0603140379	0.0345092558	0.0361317293	0.1156248002	-0.0418488302	0.0965523621	0.0012945202	0.0192865595	0.0745840797	0.147846914	-0.0039765437	-0.1397681491	-0.1213398665	-0.0861978644	-0.0023450948	0.084108804	-0.1246124164	0.0908562454	0.0620507848	-0.0460147477	0.0056982833	-0.007413478	0.0516378922	0.1314700989	0.00209146	-0.0070914721	-0.0824277847	-0.10244782	0.0252221886	-0.0857831792	0.0420410245	-0.1581307891	-0.0099364043	-0.0818052225	-0.0345967873	0.0427334891	0.1282949803	0.0755135426	0.0721958436	-0.0307615153	0.1366553647	-0.1105810874	0.0242241629	-0.0079777397	0.0144153516	0.0983925981	0.0979720086	0.0972723574	0.0	0.0	0.0	0.0	0.0015810062581209	0.0078954845167799	6.233867575471112e-05	2.4995807882174494e-06	-0.0214230400662955	0.0924156260388429	0.0085406479361512	0.0004589466456821	0.1431353935205948	0.0598233307932503	0.0035788309071986	0.0204877408782955	-0.0005369999321853	-0.0018540017235746	2.883689271670168e-07	3.437322391017588e-06	-7.727298576565289e-07	-1.7127445870457336e-06	2.9334940204544605e-12	5.971114329138794e-13	0.0010170001597105	0.0003490008199243	1.218015723079034e-07	1.0342893248511824e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
550.5068261807438	-0.2660803557997724	303057.7656715957	0.0707987557425334	772.9848362566477	-3.1035978937724167	9.63231988622858	597505.5570827164	620.2516013370806	0.3692142683574957	0.1363191759587608	384712.0489612128	630.3390997366844	558.1136016285625	0.899421	25.258448	0.2362830062520884	0.1172198277275256	-0.0571423818	-0.1134251171	0.0331335124	0.0123732794	-0.0617758089	-0.0195936023	-0.1662523288	0.0192471421	0.0137237067	-0.0516664014	-0.0522301035	0.018862851	0.0092567065	0.0508795	0.0353985636	-0.0987866171	-0.0156179026	-0.1187076516	0.0447275747	-0.0891107026	0.0084263845	0.0121548227	-0.0303366457	0.0484582498	0.1070404566	-0.0945455507	0.0108053381	0.1129676297	0.1846648081	0.0394501141	-0.0016097405	0.0548732389	-0.0423146048	-0.1205764073	-0.0557048521	0.0288620226	0.0745702149	0.0194953636	0.0556862795	-0.0892874845	0.0806270404	0.0020135838	0.0311672298	-0.1327629897	0.0346983935	-0.0295101611	-0.0171475628	0.0597051385	0.0344624356	0.0302789513	-0.0041604743	0.0866678223	-0.024579449	-0.0416250435	-0.061114291	-0.0307597349	0.0403368089	-0.1015118903	0.0210109284	0.0906467511	-0.0656190236	-0.0604764643	0.0332447661	0.0100436398	-0.1042376955	-0.0037631121	0.0593117679	0.0052693171	0.0928913002	-0.0622161682	0.1611427831	0.0663403224	0.0436733466	0.0121087506	0.1094500929	-0.0605741855	-0.0158338586	-0.0094834827	0.0844942335	0.0983009902	0.0976062691	0.0964520353	0.0	0.0	0.0	0.0	-0.0212667677645583	-0.0228477740226792	0.0005220207777914	0.0004522754111516	-0.0941762095872178	-0.0727531695209223	0.00529302367534	0.0088691584522155	0.096976813590075	-0.0461585799305197	0.0021306145012021	0.0094045023740841	0.0007355964535763	0.0012725963857616	5.411021425140297e-07	1.6195015610534871e-06	-0.0002822501579566	-0.0002814774280989	7.92295425291959e-08	7.966515166652567e-08	0.0006806043180117	-0.0003363958416987	1.1316216231224405e-07	4.632222376961713e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
550.6122959776095	0.105469796865691	303173.90048173466	0.0111238780508901	774.6091060408627	1.6242697842150164	2.638252331913896	600019.2671614245	620.7742193039967	0.5226179669160729	0.2731295393434894	385360.63135248655	631.9010779253915	552.3407357401888	0.9004189999999999	25.286493	0.0725414667842415	0.0440793830220664	-0.0859109923	-0.0495278049	-0.0775253255	-0.0256526146	-0.0516102363	-0.1040236443	-0.0221259858	-0.0648166341	0.0667753517	-0.0424901613	-0.0751801805	-0.0307233238	-0.141116741	0.0488456685	-0.002747079	0.0300183164	-0.0195796639	0.0664530262	0.0681983838	0.0231102292	0.0437213794	0.0300155172	-0.011841599	0.0226525006	0.1160503503	-0.1346587487	-0.0908628338	0.0419460797	-0.0277537376	0.1433953834	-0.0371253847	0.0234055179	-0.0868270444	0.0013022226	-0.039640259	-0.0534957791	0.0785697772	-0.0814046214	-0.0692227826	0.0509246651	0.0810100139	0.0690648073	-0.0109180841	0.0740862771	-0.0017163181	-0.0088243658	-0.0236442447	0.0660899233	0.096293031	-0.1046036754	-0.026193643	0.0188534483	-0.0830285806	0.0722961904	0.0043536999	-0.030291238	0.0486541724	0.0400067221	0.1229702001	-0.0262870308	0.059683536	-0.0606615615	0.036091997	-0.0631180568	0.0683214502	0.0589870393	-0.0006099205	-0.1546789246	-0.0517907062	-0.0445121646	0.0612126325	0.0832810865	-0.0866184412	-0.0860151042	0.1430401574	-0.0827195439	0.0482200449	-0.047623909	-0.0871782172	0.0981865202	0.097149733	0.0954298563	0.0	0.0	0.0	0.0	-0.0138204704698097	0.0074462972947486	5.544734340178034e-05	0.0001910054040068	-0.0536453533517402	0.0405308562354776	0.0016427503071809	0.002877823936233	0.1067907377176453	0.0098139241275703	9.631310678170654e-05	0.0114042616622789	0.0006880605498078	-4.753590376850006e-05	4.73427320201812e-07	2.259662147088098e-09	-0.000150226247412	0.0001320239105446	1.7430312955488543e-08	2.256792541149144e-08	0.0007960522862275	0.0001154479682158	1.3328233365156377e-08	6.336992424080296e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
